market_id,usable_points,timestamp_min,timestamp_max,min_price,max_price,unique_transactions,observed_days,question,market_family,asset,is_core,is_satellite,resolved_outcome,start_date,close_date,volume_clob
540401,4000,2025-05-25 23:05:24+00:00,2025-05-31 17:18:14+00:00,0.001,0.0030000000000000027,4000,5.758912037037037,Will Bitcoin reach $200k in May?,btc_price,BTC,True,False,No,,2025-06-01 07:51:05+00:00,4586719.352159
540403,4000,2025-05-21 17:59:22+00:00,2025-06-01 05:35:01+00:00,0.000999999001000007,0.14911190941385433,4000,10.483090277777778,Will Bitcoin reach $125k in May?,btc_price,BTC,True,False,No,,2025-06-01 07:25:53+00:00,4863907.519751
540404,4000,2025-05-25 07:44:01+00:00,2025-06-01 07:27:55+00:00,0.000999999001000007,0.44999999999999996,4000,6.988819444444444,Will Bitcoin reach $115k in May?,btc_price,BTC,True,False,No,,2025-06-01 07:51:11+00:00,4748065.896106
540405,4000,2025-05-13 19:39:47+00:00,2025-05-22 03:56:30+00:00,0.31000000000000005,0.999,4000,8.34494212962963,Will Bitcoin reach $110k in May?,btc_price,BTC,True,False,Yes,,2025-05-22 03:54:56+00:00,3962389.896499
540408,4000,2025-05-23 14:00:52+00:00,2025-06-01 06:10:57+00:00,0.0009999991008998732,0.0448885,4000,8.673668981481482,Will Bitcoin dip to $90k in May?,btc_price,BTC,True,False,No,,2025-06-01 07:25:55+00:00,8925263.984326
542537,4000,2025-09-17 10:06:00+00:00,2025-09-17 21:24:02+00:00,0.001,0.23399999232479987,4000,0.47085648148148146,Fed decreases interest rates by 50+ bps after September 2025 meeting?,crypto_policy,,False,True,No,,2025-09-17 21:27:38+00:00,49890284.071409
542538,4000,2025-09-17 05:54:56+00:00,2025-09-17 21:08:30+00:00,0.89,0.999,4000,0.6344212962962963,Fed decreases interest rates by 25 bps after September 2025 meeting?,crypto_policy,,False,True,Yes,,2025-09-17 21:08:44+00:00,36329925.673244
542539,4000,2025-09-17 07:33:46+00:00,2025-09-17 21:20:14+00:00,0.001,0.05742574275051466,4000,0.5739351851851852,No change in Fed interest rates after September 2025 meeting?,crypto_policy,,False,True,No,,2025-09-17 21:27:42+00:00,67368762.49652
542540,4000,2025-09-14 10:08:00+00:00,2025-09-17 19:56:00+00:00,0.000999999001000007,0.003000000012,4000,3.408333333333333,Fed increases interest rates by 25+ bps after September 2025 meeting?,crypto_policy,,False,True,No,,2025-09-17 21:26:38+00:00,67002488.50419
548614,4000,2025-06-24 03:45:39+00:00,2025-07-01 22:57:00+00:00,0.000999999001000007,0.006000000000000005,4000,7.799548611111111,Will Bitcoin reach $150K in June?,btc_price,BTC,True,False,No,,2025-07-02 00:44:21+00:00,3930132.868387
