fold,model,model_type,feature_group,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_domain,crypto,5721,0.016591644625728402,0.07234080174338993,0.058904412595553554,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_domain,macro,9129,0.04266195385311904,0.18088888759876842,0.12198651316326478,0.1407602147004053,0.9310925399373384
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_family,crypto_btc,3112,0.008297863174097982,0.04895570598658544,0.04378887100897342,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_family,crypto_eth,1937,0.03539832707523571,0.1269980043649129,0.09575584053717383,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_family,crypto_microstrategy,336,0.0003097088818775484,0.015190045134664173,0.015031934009083859,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_family,crypto_policy,336,0.0012715088599906427,0.030989821796418078,0.030331502772853316,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,broad_family,macro_fed_rates,9129,0.04266195385311904,0.18088888759876842,0.12198651316326478,0.1407602147004053,0.9310925399373384
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,Y_i,0,13565,0.01159829915432927,0.05488564775465129,0.046076604374561715,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,Y_i,1,1285,0.25451427828827966,1.0277607547636156,0.6424730620900206,1.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,active_count_bucket,26-50,1740,0.01741310596065318,0.06416566485412924,0.08498968857742742,0.1,1.0
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,active_count_bucket,51-100,13110,0.03463638224693969,0.1490120613895428,0.0993687997713106,0.08474446987032799,0.9015794445516725
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,0-5%,5606,0.00011222467487243398,0.007012951582842688,0.006955700025728929,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,5-10%,2545,0.0008110110600627104,0.018505776572860334,0.018080024964487847,0.0,
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,10-25%,2758,0.08141452971650501,0.37337372713953043,0.022420095031297493,0.0830311820159536,0.3886704619427739
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,25-50%,2093,0.04905478070735898,0.19612015067137206,0.12532668781163744,0.022933588150979456,0.6250458435207824
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,50-75%,1493,0.07412725522218327,0.27101660015417534,0.5521710460038808,0.5679839249832552,0.987370191604505
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,75-90%,354,0.12196446241403938,0.373839745000726,0.6109387360897448,0.4519774011299435,0.9997100515463918
1,logit_pca_controls_dynamic_topology,logit,pca_controls_dynamic,prob_bucket,90-95%,1,0.6282802338086514,1.5733051452975686,0.792641302108748,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,overall,overall,14850,0.03158010812416241,0.13493798534947735,0.09325145430693331,0.08653198653198653,0.9260302535278333
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_domain,crypto,5721,0.018439070751943943,0.0703847085508863,0.05318473160031294,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_domain,macro,9129,0.039815388527981214,0.17539250354037875,0.11836063610171645,0.1407602147004053,0.9392496582185298
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_family,crypto_btc,3112,0.005292370066961232,0.0329575736281503,0.029727703535030965,0.0,
1,logit_pca_controls_static_dynamic_topology,logit,pca_controls_static_dynamic,broad_family,crypto_eth,1937,0.045786694501147404,0.14855412219909853,0.10303014703735908,0.0,
