fold,split,representation,model,pca_setting,tda_window,tda_group,c_value,n_components,train_start,train_end,test_start,test_end,status,eval_group_type,eval_group,n_obs,brier,log_loss,avg_pred,avg_actual,ece
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,broad_family,crypto_btc,3717,0.0116145199638599,0.0585449342835266,0.0510418048214336,0.0,0.0510418048214336
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,broad_family,crypto_eth,1758,0.000343108356868,0.0165527954441888,0.0163782030241422,0.0,0.0163782030241422
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.000199695153892,0.0139599314587283,0.0138590765573639,0.0,0.0138590765573639
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0073201992345021,0.0889956083992071,0.0851085099760509,0.0,0.0851085099760509
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,broad_family,macro_fed_rates,5040,0.0670788209857907,0.1974662465628843,0.1386088084246302,0.2,0.0902383480837025
3,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_168h_h0_h1_C1,fixed_2,168,h0_h1,1.0,2,2024-08-06 17:00:00+00:00,2025-06-19 22:00:00+00:00,2025-06-19 23:00:00+00:00,2025-07-03 22:00:00+00:00,ok,active_market_count_bucket,26-50,11187,0.0343593722606532,0.1141087225522442,0.0849518881713662,0.0901045856798069,0.0583723490316249
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,overall,overall,11424,0.0540986125919117,0.1947003500001988,0.1773217349439776,0.088235294117647,0.0948492209383753
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0630907516233766,0.215729675992655,0.1598352272727272,0.0,0.1598352272727272
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0203577960069444,0.1288869630983152,0.1168003472222222,0.0,0.1168003472222222
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.0068959077380952,0.0866135155418826,0.0829613095238095,0.0,0.0829613095238095
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.090972619047619,0.3588096076636303,0.3013988095238095,0.0,0.3013988095238095
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,macro_fed_rates,5040,0.061689283829365,0.2018693708194767,0.212372619047619,0.2,0.0703892857142857
4,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,active_market_count_bucket,26-50,11424,0.0540986125919117,0.1947003500001988,0.1773217349439776,0.088235294117647,0.0948492209383753
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,overall,overall,11424,0.0451651810921946,0.1351990900623919,0.0852949353291537,0.088235294117647,0.0618273075115675
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0349233350966091,0.1091183348536606,0.0750102021154989,0.0,0.0750102021154989
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0004839424208161,0.0167554949233411,0.0165058661139232,0.0,0.0165058661139232
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,9.81745246514412e-05,0.0097764222934229,0.0097269914725468,0.0,0.0097269914725468
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0040303964288826,0.0648715386823318,0.0627640024378484,0.0,0.0627640024378484
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,macro_fed_rates,5040,0.0762951497062324,0.214752429881017,0.1268926258217868,0.2,0.0795887832459981
4,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,active_market_count_bucket,26-50,11424,0.0451651810921946,0.1351990900623919,0.0852949353291537,0.088235294117647,0.0618273075115675
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,overall,overall,11424,0.0479899703410691,0.1434491583568288,0.066800109394224,0.088235294117647,0.0523548593091346
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0210099444893754,0.0733546492127207,0.0558147633072818,0.0,0.0558147633072818
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0002912922403129,0.0128192074712562,0.0126696386487455,0.0,0.0126696386487455
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,5.871826209625273e-05,0.0076510909567266,0.0076215784895405,0.0,0.0076215784895405
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0018807721646143,0.0440978218996188,0.0431288670818147,0.0,0.0431288670818147
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,macro_fed_rates,5040,0.0931241572229755,0.2627804056738911,0.1020315363706459,0.2,0.097968463629354
4,design_cv,tda_only,tda_only_24h_h0_h1_C0.1,none,24,h0_h1,0.1,0,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,active_market_count_bucket,26-50,11424,0.0479899703410691,0.1434491583568288,0.066800109394224,0.088235294117647,0.0523548593091346
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,overall,overall,11424,0.0451514225611955,0.1351759436144632,0.085704671842331,0.088235294117647,0.0615236739030238
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0352807818657959,0.1101623059147774,0.0754383906185797,0.0,0.0754383906185797
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0004978213936073,0.0169266137873736,0.0166695940292922,0.0,0.0166695940292922
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,9.907139009036008e-05,0.0098328162344946,0.009782933114502,0.0,0.009782933114502
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0040867000141932,0.0653834963763713,0.0632459468307089,0.0,0.0632459468307089
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,broad_family,macro_fed_rates,5040,0.0759924711193976,0.2138280481662726,0.1274060067809275,0.2,0.079436302961001
4,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-03 22:00:00+00:00,2025-07-03 23:00:00+00:00,2025-07-17 22:00:00+00:00,ok,active_market_count_bucket,26-50,11424,0.0451514225611955,0.1351759436144632,0.085704671842331,0.088235294117647,0.0615236739030238
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,overall,overall,11336,0.0766475101879914,0.2499321141618862,0.2076672828569289,0.0869795342272406,0.1228888976314848
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.080620002749621,0.2502983877788788,0.1679959686051625,0.0,0.1679959686051625
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0966974791525557,0.3397851193556782,0.2693394727123399,0.0,0.26933947271234
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.0064691964285714,0.0835703019439212,0.0801488095238095,0.0,0.0801488095238095
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0984571428571428,0.3751370594234681,0.3119940476190476,0.0,0.3119940476190476
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,macro_fed_rates,4952,0.0688019542320111,0.2158713915322932,0.2137429001440606,0.1991114701130856,0.0481799407507582
5,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,active_market_count_bucket,26-50,11336,0.0766475101879914,0.2499321141618862,0.2076672828569289,0.0869795342272406,0.1228888976314848
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,overall,overall,11336,0.0611832014926344,0.1827513867710974,0.0771085804651067,0.0869795342272406,0.0512558510553707
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0429172520147146,0.1188786427737161,0.0769596905072749,0.0,0.0769596905072749
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0080593774323196,0.0577946410031242,0.0530427921465329,0.0,0.0530427921465329
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,2.2859852797926256e-05,0.0046948702606811,0.004683401275235,0.0,0.004683401275235
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0013680642181164,0.0365298126551887,0.0358266425901715,0.0,0.0358266425901715
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,macro_fed_rates,4952,0.1046517676257541,0.3032974085265498,0.09473227147241,0.1991114701130856,0.1064152116809776
5,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,active_market_count_bucket,26-50,11336,0.0611832014926344,0.1827513867710974,0.0771085804651067,0.0869795342272406,0.0512558510553707
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,overall,overall,11336,0.0593909214161495,0.1792497247202108,0.0820710730773357,0.0869795342272406,0.0600987195250765
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0401842655133329,0.1160032235247933,0.0786429788190564,0.0,0.0786429788190564
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.010720219399023,0.0705550495912033,0.0640462164905267,0.0,0.0640462164905267
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,6.134907372662174e-05,0.0077855538275242,0.0077547125214858,0.0,0.0077547125214858
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0023965273553064,0.0489566790932795,0.0477146208149443,0.0,0.0477146208149443
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,macro_fed_rates,4952,0.1014330838141372,0.2911798455257305,0.0993413502107235,0.1991114701130856,0.1020112785953289
5,design_cv,tda_only,tda_only_24h_h0_h1_C0.01,none,24,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,active_market_count_bucket,26-50,11336,0.0593909214161495,0.1792497247202108,0.0820710730773357,0.0869795342272406,0.0600987195250765
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,overall,overall,11336,0.0612453952542801,0.1824126306912461,0.0785923674916762,0.0869795342272406,0.0506251397667918
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_btc,3696,0.0441559136963883,0.1220826013720111,0.0783548552357307,0.0,0.0783548552357307
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_eth,2016,0.0086165121785813,0.0600051791400626,0.054893385059811,0.0,0.054893385059811
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,2.4560244299051107e-05,0.0048674824502164,0.0048551587742953,0.0,0.0048551587742953
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0014747392755931,0.0379515655717928,0.0371927598534829,0.0,0.0371927598534829
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,broad_family,macro_fed_rates,4952,0.1036354786732562,0.2991225051622075,0.0962298804513061,0.1991114701130856,0.1049833519052294
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,active_market_count_bucket,26-50,11336,0.0612453952542801,0.1824126306912461,0.0785923674916762,0.0869795342272406,0.0506251397667918
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,overall,overall,13609,0.0706425343760421,0.2384832543593755,0.1856253925238098,0.0903078844882063,0.1109755284632617
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_btc,3027,0.0994654316154523,0.306112050621572,0.2129408655431384,0.0,0.2129408655431383
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_eth,1845,0.1163901678861788,0.379532481069454,0.2740891598915989,0.0,0.2740891598915989
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.0072999999999999,0.0889056323528873,0.0850297619047619,0.0,0.0850297619047618
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0355705357142857,0.2082360394952511,0.187797619047619,0.0,0.187797619047619
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,macro_fed_rates,8065,0.0534591480562409,0.1883249103572381,0.1592361397219403,0.1523868567885926,0.0987277702241102
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,26-50,3456,0.0628291114727934,0.2284328732426505,0.2006468460645485,0.0989583333333333,0.1526954571756597
6,design_cv,market_probability,market_probability,none,0,none,1.0,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,51-100,10153,0.0733021610433943,0.2419043237122171,0.1805122098746625,0.0873633408844676,0.0999596638291587
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,overall,overall,13609,0.0625679542020672,0.2074109739389555,0.1325017873676716,0.0903078844882063,0.0576825785696989
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_btc,3027,0.097384089147932,0.2863208359773637,0.1616882210748382,0.0,0.1616882210748382
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_eth,1845,0.0945100147076665,0.3002983487109233,0.178875029955225,0.0,0.178875029955225
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.0004572773485515,0.0196654313142463,0.0194324042447746,0.0,0.0194324042447746
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0026328732843003,0.0478475670105369,0.0464671346700246,0.0,0.0464671346700246
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,macro_fed_rates,8065,0.0472779148340806,0.1710140053345301,0.1192337140422002,0.1523868567885926,0.052248404512034
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,26-50,3456,0.0460256163163682,0.1446547010556826,0.1019037653041347,0.0989583333333333,0.0724371976834717
6,design_cv,pca_only,pca_only_var_85_C1,var_85,0,none,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,51-100,10153,0.0681988337187595,0.2287727073265839,0.1429171093662517,0.0873633408844676,0.0651159440850576
6,design_cv,tda_only,tda_only_168h_h0_h1_C0.01,none,168,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,overall,overall,13609,0.0744461377056805,0.3191422589119614,0.024247804618736,0.0903078844882063,0.0701320192348705
6,design_cv,tda_only,tda_only_168h_h0_h1_C0.01,none,168,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_btc,3027,0.0099139827249065,0.0382814783532841,0.030859363041664,0.0,0.030859363041664
6,design_cv,tda_only,tda_only_168h_h0_h1_C0.01,none,168,h0_h1,0.01,0,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_eth,1845,0.0030616047642683,0.026018976670841,0.0242623352522381,0.0,0.0242623352522381
