total_cells,observed_filled_cells,raw_observed_cells,missing_cells,overall_missingness,structural_missing_cells,data_missing_cells,active_raw_missing_cells,structural_missing_fraction_of_all,data_missing_fraction_of_all,structural_share_of_missing,data_share_of_missing,raw_sparsity_within_active,filled_missing_within_active
2473344,532979,530587,1940365,0.7845107676085493,1915462,24903,27295,0.7744422126481395,0.010068554960409874,0.9871658167406647,0.012834183259335228,0.04892611699248228,0.04463847193492531
