fold,model,model_type,feature_group,category,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
8,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,50-75%,941,0.298083070019828,0.7931784787561442,0.4376567033031415,0.720510095642933,0.4112969256480142
8,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,75-90%,7,0.34456883696761764,0.8847599061818759,0.5865967784609113,0.0,
9,market_probability,market,market,baseline,overall,overall,21514,0.04782932173284493,0.15257150790298735,0.0953625305120567,0.07808868643673887,0.9427015208372348
9,market_probability,market,market,baseline,broad_domain,crypto,8452,0.04305887498926508,0.13743652379808602,0.06531091898406334,0.03975390440132513,0.898037423138304
9,market_probability,market,market,baseline,broad_domain,macro,13062,0.05091612435700179,0.16236486923009086,0.1148079615819235,0.10289389067524116,0.9547200227163745
9,market_probability,market,market,baseline,broad_family,crypto_btc,5092,0.027427820333236447,0.10574414319049086,0.08589654110194049,0.0,
9,market_probability,market,market,baseline,broad_family,crypto_eth,2352,0.0003131539009345036,0.013676827045840646,0.013516660681245999,0.0,
9,market_probability,market,market,baseline,broad_family,crypto_microstrategy,672,0.33214726450892856,0.8642820022350574,0.10833705357142856,0.5,1.0
9,market_probability,market,market,baseline,broad_family,crypto_policy,336,0.0009870552006860137,0.030353926493059104,0.02984825607122536,0.0,
9,market_probability,market,market,baseline,broad_family,macro_fed_rates,13062,0.05091612435700179,0.16236486923009086,0.1148079615819235,0.10289389067524116,0.9547200227163745
9,market_probability,market,market,baseline,Y_i,0,19834,0.02139325792883058,0.08071533019616343,0.06358321475427992,0.0,
9,market_probability,market,market,baseline,Y_i,1,1680,0.35993223214285713,1.0009021201870025,0.47054761904761905,1.0,
9,market_probability,market,market,baseline,active_count_bucket,51-100,21514,0.04782932173284493,0.15257150790298735,0.0953625305120567,0.07808868643673887,0.9427015208372348
9,market_probability,market,market,baseline,prob_bucket,0-5%,15748,0.0002909104826209483,0.01135749544459036,0.011208769718063857,0.0,
9,market_probability,market,market,baseline,prob_bucket,5-10%,1054,0.044979564971642384,0.18966126488722324,0.07096942686557704,0.04743833017077799,0.7037948207171314
9,market_probability,market,market,baseline,prob_bucket,10-25%,1611,0.2769942742085661,0.7923040398328093,0.1583435754189944,0.36561142147734327,0.52669538406334
9,market_probability,market,market,baseline,prob_bucket,25-50%,1868,0.15389004684154176,0.4935485702321096,0.37038650963597436,0.12366167023554604,0.857547461701402
9,market_probability,market,market,baseline,prob_bucket,50-75%,872,0.2284380444380734,0.6508039921850043,0.6182895642201836,0.5848623853211009,0.6847632975842272
9,market_probability,market,market,baseline,prob_bucket,75-90%,248,0.175434375,0.5214118094445462,0.8442540322580645,0.7540322580645161,0.9000175330937142
9,market_probability,market,market,baseline,prob_bucket,90-95%,113,0.005311725663716807,0.07522886973911296,0.9275663716814162,1.0,
9,logit_pca,logit,pca,logistic,overall,overall,21514,0.04731267189662624,0.17138418058748575,0.07823570360867665,0.07808868643673887,0.9431107207680895
9,logit_pca,logit,pca,logistic,broad_domain,crypto,8452,0.045011814246599335,0.16117611344705596,0.04229719890381999,0.03975390440132513,0.8994386089206506
9,logit_pca,logit,pca,logistic,broad_domain,macro,13062,0.048801482864167765,0.17798949244408596,0.1014903538739843,0.10289389067524116,0.9549839126212014
9,logit_pca,logit,pca,logistic,broad_family,crypto_btc,5092,0.01631962425735164,0.06966734662211216,0.05743711680621567,0.0,
9,logit_pca,logit,pca,logistic,broad_family,crypto_eth,2352,0.00020668132148722078,0.014408233504684266,0.014303874913409956,0.0,
9,logit_pca,logit,pca,logistic,broad_family,crypto_microstrategy,672,0.44161422834134245,1.4406349458039298,0.038555208219040404,0.5,1.0
9,logit_pca,logit,pca,logistic,broad_family,crypto_policy,336,0.00026622434613979507,0.016427181760308322,0.016292597137800423,0.0,
9,logit_pca,logit,pca,logistic,broad_family,macro_fed_rates,13062,0.048801482864167765,0.17798949244408596,0.1014903538739843,0.10289389067524116,0.9549839126212014
9,logit_pca,logit,pca,logistic,Y_i,0,19834,0.014686414755894531,0.062443947402315694,0.04661605544035471,0.0,
9,logit_pca,logit,pca,logistic,Y_i,1,1680,0.43249671006881246,1.4575273859414513,0.4515357641863537,1.0,
9,logit_pca,logit,pca,logistic,active_count_bucket,51-100,21514,0.04731267189662624,0.17138418058748575,0.07823570360867665,0.07808868643673887,0.9431107207680895
9,logit_pca,logit,pca,logistic,prob_bucket,0-5%,15748,0.00020101934245409504,0.014175871869798488,0.014074379093112667,0.0,
9,logit_pca,logit,pca,logistic,prob_bucket,5-10%,1054,0.045582495771939215,0.19696258716736598,0.023239256524031953,0.04743833017077799,0.6887051792828685
9,logit_pca,logit,pca,logistic,prob_bucket,10-25%,1611,0.33401254028309246,1.1614156906951878,0.047065861098927235,0.36561142147734327,0.5483189857099665
9,logit_pca,logit,pca,logistic,prob_bucket,25-50%,1868,0.09706249246429574,0.34783773621528263,0.2337430642223163,0.12366167023554604,0.8610236230883757
9,logit_pca,logit,pca,logistic,prob_bucket,50-75%,872,0.224351929955455,0.6538194862273148,0.669995680690948,0.5848623853211009,0.6876394756797747
9,logit_pca,logit,pca,logistic,prob_bucket,75-90%,248,0.20773634861318888,0.652165763586023,0.9311499587010699,0.7540322580645161,0.8675374769878145
9,logit_pca,logit,pca,logistic,prob_bucket,90-95%,113,0.0010157906091324896,0.032299059818849354,0.9682199963218661,1.0,
9,logit_pca_controls,logit,pca_controls,logistic,overall,overall,21514,0.04390505036258322,0.18317864653126786,0.06946934312342362,0.07808868643673887,0.8370729735375041
9,logit_pca_controls,logit,pca_controls,logistic,broad_domain,crypto,8452,0.042822879029919415,0.2315895124777421,0.018099357530477096,0.03975390440132513,0.4614342040413997
9,logit_pca_controls,logit,pca_controls,logistic,broad_domain,macro,13062,0.04460528861887433,0.1518535325380356,0.10270920824603763,0.10289389067524116,0.9639084202976291
9,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_btc,5092,0.00569503231328901,0.028175403189254447,0.023927426431839326,0.0,
9,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_eth,2352,0.00023811220546021794,0.011142176148308224,0.011021022051380116,0.0,
9,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_microstrategy,672,0.49460593483843646,2.658438268760519,0.005907299599674909,0.5,0.1731062216553288
9,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_policy,336,1.3812211129367962e-05,0.0037157485544724944,0.0037088251810685267,0.0,
9,logit_pca_controls,logit,pca_controls,logistic,broad_family,macro_fed_rates,13062,0.04460528861887433,0.1518535325380356,0.10270920824603763,0.10289389067524116,0.9639084202976291
9,logit_pca_controls,logit,pca_controls,logistic,Y_i,0,19834,0.009009679419606637,0.04511171740268216,0.03653146139532903,0.0,
9,logit_pca_controls,logit,pca_controls,logistic,Y_i,1,1680,0.45587813803103405,1.8131902372076782,0.45833240633475003,1.0,
9,logit_pca_controls,logit,pca_controls,logistic,active_count_bucket,51-100,21514,0.04390505036258322,0.18317864653126786,0.06946934312342362,0.07808868643673887,0.8370729735375041
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,0-5%,15748,0.00037271788861722993,0.015364641161862315,0.015174773373935855,0.0,
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,5-10%,1054,0.0438046272126568,0.1614256809790161,0.024502522614041986,0.04743833017077799,0.7791434262948207
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,10-25%,1611,0.3425310482218437,1.5050541614613833,0.06208532944869271,0.36561142147734327,0.4629077111692178
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,25-50%,1868,0.08483758240765535,0.31066219769619197,0.1290274349691004,0.12366167023554604,0.8278367936278749
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,50-75%,872,0.15961874288936312,0.4700674262962816,0.6176151065874792,0.5848623853211009,0.8600205828187629
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,75-90%,248,0.17359462585261246,0.45850639224470735,0.9572373953044163,0.7540322580645161,1.0
9,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,90-95%,113,4.260837769452358e-06,0.00205968395563131,0.9979424494291435,1.0,
9,logit_pca_topology,logit,pca_topology,logistic,overall,overall,21514,0.04212639677602572,0.2120533227481954,0.06252944098586055,0.07808868643673887,0.7981906070384189
9,logit_pca_topology,logit,pca_topology,logistic,broad_domain,crypto,8452,0.040644015409043124,0.30556363828141586,0.016278952836226823,0.03975390440132513,0.23583705907202704
9,logit_pca_topology,logit,pca_topology,logistic,broad_domain,macro,13062,0.04308559807090683,0.15154580576099755,0.09245664400536018,0.10289389067524116,0.9549852460398736
9,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_btc,5092,0.0014366555020216179,0.019824237387154622,0.019030019541232547,0.0,
9,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_eth,2352,0.00018427044676956223,0.011568520545206075,0.011475372992467966,0.0,
9,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_microstrategy,672,0.49946298369436937,3.6424142884620943,0.0104167187655441,0.5,0.0
9,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_policy,336,0.00040249787952416913,0.020140749435367068,0.01993671898542469,0.0,
9,logit_pca_topology,logit,pca_topology,logistic,broad_family,macro_fed_rates,13062,0.04308559807090683,0.15154580576099755,0.09245664400536018,0.10289389067524116,0.9549852460398736
9,logit_pca_topology,logit,pca_topology,logistic,Y_i,0,19834,0.005462126612958674,0.03410202812261766,0.02943842922807572,0.0,
9,logit_pca_topology,logit,pca_topology,logistic,Y_i,1,1680,0.4749830244035685,2.3129378332265937,0.45320035003580345,1.0,
9,logit_pca_topology,logit,pca_topology,logistic,active_count_bucket,51-100,21514,0.04212639677602572,0.2120533227481954,0.06252944098586055,0.07808868643673887,0.7981906070384189
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,0-5%,15748,0.0002872438208577586,0.014053997748175727,0.01390730146150641,0.0,
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,5-10%,1054,0.04499414251699418,0.17990799335444466,0.014255914482620322,0.04743833017077799,0.8006075697211156
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,10-25%,1611,0.3487768419941661,1.9332387582731076,0.039657617577804345,0.36561142147734327,0.3117169304170722
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,25-50%,1868,0.08455052612045726,0.34596184776360156,0.1172015052461746,0.12366167023554604,0.8484531147939821
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,50-75%,872,0.11533047665369844,0.350447356338692,0.5541569671141673,0.5848623853211009,0.9157241902285775
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,75-90%,248,0.13698342057342677,0.34205347959141164,0.9363743253100332,0.7540322580645161,1.0
9,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,90-95%,113,1.694317431595922e-07,0.00040774517191756443,0.9995923395679632,1.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,overall,overall,21514,0.041187218627318,0.20002841091000226,0.06973596850560373,0.07808868643673887,0.8101032018131444
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,crypto,8452,0.04046061787888896,0.28027666334613927,0.010706123187698119,0.03975390440132513,0.28360682308901874
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,macro,13062,0.041657378597132894,0.14810234831696678,0.10793228244121379,0.10289389067524116,0.954931020347207
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_btc,5092,0.0012583211966068666,0.01376135635186097,0.013052587431645134,0.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_eth,2352,0.00016830910750723185,0.008982397960778803,0.008896967009112966,0.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_microstrategy,672,0.4987596968981989,3.3878457644388154,0.003026536566142201,0.5,0.007892219387755101
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_policy,336,1.0093579764011687e-05,0.0031743403311229805,0.003169282745851824,0.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,macro_fed_rates,13062,0.041657378597132894,0.14810234831696678,0.10793228244121379,0.10289389067524116,0.954931020347207
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,0,19834,0.007612480985812798,0.041358184781259896,0.034846164265178725,0.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1680,0.4375689724258979,2.073281544860881,0.481643335948812,1.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,51-100,21514,0.041187218627318,0.20002841091000226,0.06973596850560373,0.07808868643673887,0.8101032018131444
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,15748,0.0005085062002903937,0.0152871379353653,0.015021575316054744,0.0,
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,1054,0.04389574129578526,0.16274510338682022,0.019125555932070274,0.04743833017077799,0.8097211155378486
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,1611,0.3437166422930119,1.7887402559579524,0.05104897355964269,0.36561142147734327,0.3426152655168632
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,1868,0.08182451835515943,0.3384772573644883,0.1602876417830749,0.12366167023554604,0.8666047859694774
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,872,0.09977198369240628,0.3215963573511042,0.5891900356312658,0.5848623853211009,0.9228523453580326
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,248,0.15423738155102096,0.3901175309330011,0.9482637227905378,0.7540322580645161,1.0
9,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,113,2.7913957161133603e-08,0.00016641376349687132,0.9998336001950565,1.0,
9,xgb_pca,xgb,pca,xgboost,overall,overall,21514,0.044904817237606934,0.15620856863256985,0.060652380291276606,0.07808868643673887,0.9376634098733776
9,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,8452,0.03758588958124533,0.12798457480112047,0.03763340946315125,0.03975390440132513,0.9103791159144782
9,xgb_pca,xgb,pca,xgboost,broad_domain,macro,13062,0.049640659876679684,0.17447140708482917,0.07554721580186576,0.10289389067524116,0.9447289388425621
9,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,5092,0.009028802757028628,0.053201809392309694,0.04737953154369457,0.0,
9,xgb_pca,xgb,pca,xgboost,broad_family,crypto_eth,2352,0.00019873267053935315,0.014197564954494828,0.014097254770430959,0.0,
9,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,672,0.40352244298137796,1.1497901163627187,0.05792794842134407,0.5,1.0
9,xgb_pca,xgb,pca,xgboost,broad_family,crypto_policy,336,0.00019873267053935312,0.014197564954494828,0.014097254770430959,0.0,
9,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,13062,0.049640659876679684,0.17447140708482917,0.07554721580186576,0.10289389067524116,0.9447289388425621
9,xgb_pca,xgb,pca,xgboost,Y_i,0,19834,0.006932958959912598,0.041499220015799546,0.036507907774691185,0.0,
9,xgb_pca,xgb,pca,xgboost,Y_i,1,1680,0.4931987678803388,1.5104616760522263,0.3457008730852976,1.0,
9,xgb_pca,xgb,pca,xgboost,active_count_bucket,51-100,21514,0.044904817237606934,0.15620856863256985,0.060652380291276606,0.07808868643673887,0.9376634098733776
9,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,15748,0.00019873245338490652,0.014197557129626085,0.01409724705568937,0.0,
9,xgb_pca,xgb,pca,xgboost,prob_bucket,5-10%,1054,0.04628817785436094,0.21529660303434456,0.014115754516699847,0.04743833017077799,0.5845816733067728
9,xgb_pca,xgb,pca,xgboost,prob_bucket,10-25%,1611,0.31229565503399587,1.0073506428910117,0.07493904354380274,0.36561142147734327,0.580879396901445
9,xgb_pca,xgb,pca,xgboost,prob_bucket,25-50%,1868,0.08323188470232094,0.293429555082602,0.15761381312327288,0.12366167023554604,0.858560295334883
9,xgb_pca,xgb,pca,xgboost,prob_bucket,50-75%,872,0.24466710699971067,0.6816165391395086,0.44068109097147207,0.5848623853211009,0.6937899469179937
9,xgb_pca,xgb,pca,xgboost,prob_bucket,75-90%,248,0.14743978950140535,0.4684908789114291,0.7293167481980016,0.7540322580645161,0.9009380205137196
9,xgb_pca,xgb,pca,xgboost,prob_bucket,90-95%,113,0.05012932682897909,0.2534667397712522,0.776106112826187,1.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,overall,overall,21514,0.0409430841895598,0.14298175220177192,0.05728873367666086,0.07808868643673887,0.9564765680145205
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,crypto,8452,0.03459521981890386,0.11877624903726397,0.034978582706347364,0.03975390440132513,0.9197937568940835
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,macro,13062,0.045050583015220816,0.1586443546169014,0.07172491465974841,0.10289389067524116,0.9638447336820033
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_btc,5092,0.005493105982620968,0.04538627002266432,0.04219880048551385,0.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_eth,2352,0.00021759432606584624,0.014650404292700288,0.014540475394044603,0.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_microstrategy,672,0.3926606275455163,1.092685267412617,0.0633036531466392,0.5,1.0
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_policy,336,0.000143388929689129,0.012046783660234013,0.011974511668086052,0.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,macro_fed_rates,13062,0.045050583015220816,0.1586443546169014,0.07172491465974841,0.10289389067524116,0.9638447336820033
9,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,0,19834,0.0032363001390980604,0.03474660019725452,0.03291341392772273,0.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,1,1680,0.4861075811281657,1.4208008027122467,0.34506259790311256,1.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,active_count_bucket,51-100,21514,0.0409430841895598,0.14298175220177192,0.05728873367666086,0.07808868643673887,0.9564765680145205
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,0-5%,15748,0.00025333694972123867,0.015784875951019177,0.01565678085782181,0.0,
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,5-10%,1054,0.04601987980134304,0.2067816658941204,0.017855682666546028,0.04743833017077799,0.32577689243027885
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,10-25%,1611,0.27819241846315934,0.8596641663708185,0.09981403801090724,0.36561142147734327,0.7547063084135438
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,25-50%,1868,0.09270799607109609,0.31922051249814876,0.14673739955291887,0.12366167023554604,0.8725760088008104
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,50-75%,872,0.20955443067650037,0.5965985328491661,0.3431432413261965,0.5848623853211009,0.9708888527786805
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,75-90%,248,0.06536246484447135,0.2943399705682487,0.6056154796913746,0.7540322580645161,1.0
9,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,90-95%,113,0.07139054887672103,0.31086895419945726,0.7328099012374878,1.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,overall,overall,21514,0.04283787199620816,0.14697779114463047,0.05148710482001015,0.07808868643673887,0.9596493755311947
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,crypto,8452,0.0314937704342548,0.1061244318563711,0.03315303746282074,0.03975390440132513,0.9589461000023468
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,macro,13062,0.05017827518114382,0.17341268570169432,0.06335049000627296,0.10289389067524116,0.9545808392054552
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_btc,5092,0.0036537448206109616,0.038911128302273466,0.036894058029168085,0.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_eth,2352,0.00022021147157012962,0.014919819634602796,0.014808605025921549,0.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_microstrategy,672,0.3675515087380532,0.9805433134734384,0.07847867434888724,0.5,1.0
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_policy,336,0.00020216616269611368,0.014320566369451952,0.014218514785170555,0.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,macro_fed_rates,13062,0.05017827518114382,0.17341268570169432,0.06335049000627296,0.10289389067524116,0.9545808392054552
9,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,0,19834,0.00200601987288334,0.028412883593528754,0.02731252940513627,0.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,1,1680,0.5248967737902702,1.5467494437449585,0.3368909909977533,1.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,active_count_bucket,51-100,21514,0.04283787199620816,0.14697779114463047,0.05148710482001015,0.07808868643673887,0.9596493755311947
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,0-5%,15748,0.00021083015258686574,0.01446724569481907,0.014360752466007223,0.0,
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,5-10%,1054,0.04629232328176388,0.2150129493729648,0.01419984829299279,0.04743833017077799,0.7045019920318725
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,10-25%,1611,0.29962927501719416,0.9495061433971465,0.09195904698613673,0.36561142147734327,0.654950179248386
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,25-50%,1868,0.09188434809875809,0.30008854915228855,0.10602102191755808,0.12366167023554604,0.9382264040174852
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,50-75%,872,0.23829153859214766,0.6467817662401706,0.27796731009190784,0.5848623853211009,0.9969613259668508
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,75-90%,248,0.023369293035170192,0.1581665393181784,0.7190566750904245,0.7540322580645161,1.0
9,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,90-95%,113,0.0139219957367267,0.12555359383052161,0.8820084929466248,1.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,overall,overall,21514,0.04091899015956108,0.14249976897825486,0.05853722196523759,0.07808868643673887,0.9583076289152346
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,crypto,8452,0.03419260537897042,0.11625019790696534,0.03701474345985569,0.03975390440132513,0.9215884188199677
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,macro,13062,0.04527141736562081,0.15948502197890851,0.07246372543541733,0.10289389067524116,0.9639028326384317
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_btc,5092,0.00635570418345711,0.048360783324215006,0.044640095592809306,0.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_eth,2352,0.00021873081498402204,0.014694422715157427,0.014583917334675789,0.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_microstrategy,672,0.38105589475221663,1.0381922059260684,0.07023403010125981,0.5,1.0
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_policy,336,0.00014475836476890783,0.01210452206666612,0.0120315570384264,0.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,macro_fed_rates,13062,0.04527141736562081,0.15948502197890851,0.07246372543541733,0.10289389067524116,0.9639028326384317
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,0,19834,0.00363659515560255,0.03636294805257378,0.0342866179155402,0.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,1,1680,0.4810731702241525,1.3955460226925154,0.344838698585296,1.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,active_count_bucket,51-100,21514,0.04091899015956108,0.14249976897825486,0.05853722196523759,0.07808868643673887,0.9583076289152346
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,0-5%,15748,0.00025766478794102656,0.01585022025241493,0.015719905255834558,0.0,
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,5-10%,1054,0.046035821489698064,0.207167683654696,0.018687050125121618,0.04743833017077799,0.4161354581673307
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,10-25%,1611,0.2734456987862822,0.8386971288550065,0.10536378082107639,0.36561142147734327,0.7778507802869967
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,25-50%,1868,0.09408033870956375,0.3260651665719055,0.1607360508117418,0.12366167023554604,0.8801868056602328
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,50-75%,872,0.21047896107200562,0.5968646926364711,0.34066502697800005,0.5848623853211009,0.9708888527786805
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,75-90%,248,0.07410487578949403,0.31535838473460404,0.5844779083685528,0.7540322580645161,1.0
9,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,90-95%,113,0.08471625360540713,0.3439851819130511,0.7089394330978394,1.0,
10,market_probability,market,market,baseline,overall,overall,20926,0.04487187217035264,0.1402678319419332,0.0859890954824121,0.08033068909490586,0.9533527331357186
10,market_probability,market,market,baseline,broad_domain,crypto,8064,0.03584994120833693,0.11090611187633649,0.03683289310515381,0.041666666666666664,0.9301471381124915
10,market_probability,market,market,baseline,broad_domain,macro,12862,0.050528290400619694,0.15867654836309417,0.11680822283198536,0.10457160628207121,0.9583281930412872
10,market_probability,market,market,baseline,broad_family,crypto_btc,4704,0.010939336453396026,0.054653031251749695,0.04766586395105249,0.0,
10,market_probability,market,market,baseline,broad_family,crypto_eth,2352,4.818571435829848e-05,0.004894877498036396,0.004870502370935209,0.0,
10,market_probability,market,market,baseline,broad_family,crypto_microstrategy,672,0.35341122730654756,0.9266652664887474,0.08680431547619048,0.5,1.0
10,market_probability,market,market,baseline,broad_family,crypto_policy,336,8.81240389384453e-05,0.009009572043830247,0.0089651916600292,0.0,
10,market_probability,market,market,baseline,broad_family,macro_fed_rates,12862,0.050528290400619694,0.15867654836309417,0.11680822283198536,0.10457160628207121,0.9583281930412872
10,market_probability,market,market,baseline,Y_i,0,19245,0.017616712058009378,0.06720767024627133,0.0533670082059214,0.0,
10,market_probability,market,market,baseline,Y_i,1,1681,0.3569037319931046,0.9767002006706738,0.4594644492218908,1.0,
10,market_probability,market,market,baseline,active_count_bucket,51-100,20926,0.04487187217035264,0.1402678319419332,0.0859890954824121,0.08033068909490586,0.9533527331357186
10,market_probability,market,market,baseline,prob_bucket,0-5%,15892,0.00019751356973241797,0.008675781814148707,0.0085748691405313,0.0,
10,market_probability,market,market,baseline,prob_bucket,5-10%,781,0.027131089828684896,0.13496436160285238,0.07051696868327019,0.026888604353393086,0.8873433583959899
10,market_probability,market,market,baseline,prob_bucket,10-25%,1471,0.27230576512576476,0.7824273702129922,0.16833990482664857,0.3555404486743712,0.4320336261909948
10,market_probability,market,market,baseline,prob_bucket,25-50%,1759,0.18338315875497446,0.5546508882823894,0.3733908470722001,0.24161455372370666,0.7905212099832436
10,market_probability,market,market,baseline,prob_bucket,50-75%,656,0.22130423018292683,0.6367438587591341,0.6156935975609756,0.614329268292683,0.710045214252788
10,market_probability,market,market,baseline,prob_bucket,75-90%,278,0.16569856115107914,0.5137071763694602,0.7750359712230215,0.7913669064748201,0.4501567398119122
