fold,model,model_type,feature_group,category,slice_type,slice_value,n_obs,brier,log_loss,avg_pred,avg_actual,auc
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1347,0.34011685151643956,0.958743623596584,0.5651975815601309,1.0,
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,51-100,18492,0.028296955724582143,0.09936022485802269,0.06858670030071388,0.07284231018818949,0.9761061542635061
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,9902,0.00036759413608560796,0.01585245995254413,0.015665412438526784,0.0,
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,2348,0.0004024404942569752,0.013696928864987178,0.013490282287368665,0.0,
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,3092,0.09049368141689793,0.28381513629742344,0.048716255806408926,0.10866752910737387,0.869371587531965
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,1659,0.0816939706018161,0.28081152641004026,0.13175968452519043,0.0699216395418927,0.519839318837017
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,1039,0.09938685891976166,0.2894874336820827,0.36119204874118,0.534167468719923,0.9987863896954806
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,377,5.561226627176052e-05,0.004990901391822963,0.7006292413448549,0.7029177718832891,1.0
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,67,0.0008860352815273292,0.03010356830013765,0.9703485406597255,1.0,
4,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,95-100%,8,0.00030263344969778906,0.017394300884124476,0.982758843720263,1.0,
4,xgb_pca,xgb,pca,xgboost,overall,overall,18492,0.0403317012850087,0.138882084149018,0.06762364313854322,0.07284231018818949,0.9542248384505018
4,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,6384,0.015985111936772146,0.08478821589564302,0.07438394141337953,0.0,
4,xgb_pca,xgb,pca,xgboost,broad_domain,macro,12108,0.05316855513363294,0.16740333083959827,0.06405924404814389,0.11124876114965312,0.9793703954593657
4,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,3360,0.01284620243477315,0.07225862527445077,0.06423707070394552,0.0,
4,xgb_pca,xgb,pca,xgboost,broad_family,crypto_eth,2352,0.023983334381074813,0.11213393357503088,0.09591060145884803,0.0,
4,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,336,0.00022668989010302847,0.015170618840222548,0.015056123169848607,0.0,
4,xgb_pca,xgb,pca,xgboost,broad_family,crypto_policy,336,0.007145071893312525,0.08828169540727077,0.0844938464329711,0.0,
4,xgb_pca,xgb,pca,xgboost,broad_family,macro_fed_rates,12108,0.05316855513363294,0.16740333083959827,0.06405924404814389,0.11124876114965312,0.9793703954593657
4,xgb_pca,xgb,pca,xgboost,Y_i,0,17145,0.007054262427238183,0.04978116173742425,0.04531404133158206,0.0,
4,xgb_pca,xgb,pca,xgboost,Y_i,1,1347,0.463896429730796,1.272984025312177,0.3515866149131156,1.0,
4,xgb_pca,xgb,pca,xgboost,active_count_bucket,51-100,18492,0.0403317012850087,0.138882084149018,0.06762364313854322,0.07284231018818949,0.9542248384505018
4,xgb_pca,xgb,pca,xgboost,prob_bucket,0-5%,9902,0.00022671759954580306,0.015171552973294698,0.015057043236375783,0.0,
4,xgb_pca,xgb,pca,xgboost,prob_bucket,5-10%,2348,0.00022779577646080178,0.015206734678591181,0.015091677327613382,0.0,
4,xgb_pca,xgb,pca,xgboost,prob_bucket,10-25%,3092,0.09539509620505499,0.32889161920635623,0.07177927584916276,0.10866752910737387,0.7669808081069874
4,xgb_pca,xgb,pca,xgboost,prob_bucket,25-50%,1659,0.05458380360573953,0.21881925142286915,0.1346183099198442,0.0699216395418927,0.9780432207745771
4,xgb_pca,xgb,pca,xgboost,prob_bucket,50-75%,1039,0.28321499610593576,0.7630853164150839,0.33462518166761424,0.534167468719923,0.6216923535105353
4,xgb_pca,xgb,pca,xgboost,prob_bucket,75-90%,377,0.15004244882001616,0.4850470523715618,0.5846672641503716,0.7029177718832891,0.9809299191374664
4,xgb_pca,xgb,pca,xgboost,prob_bucket,90-95%,67,0.08925266494064185,0.35489243395339937,0.7012494010711784,1.0,
4,xgb_pca,xgb,pca,xgboost,prob_bucket,95-100%,8,0.08893970629501169,0.35414615574032293,0.7017723917961121,1.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,overall,overall,18492,0.032520903446721025,0.11812406892249012,0.06414992850862698,0.07284231018818949,0.9828038415514814
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,crypto,6384,0.004093865059360734,0.04597051147601787,0.04363054514017638,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_domain,macro,12108,0.04750919326047295,0.15616737175848935,0.07496886998733433,0.11124876114965312,0.9805138189426789
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_btc,3360,0.0051684135145683,0.045074544201079904,0.04200324999844833,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_eth,2352,0.003015870972674199,0.04802468084374334,0.04643391755165621,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_microstrategy,336,0.00022210950220203154,0.015015509250221019,0.014903338626027107,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,crypto_policy,336,0.004766094671249536,0.0715060008771163,0.0690070961912473,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,broad_family,macro_fed_rates,12108,0.04750919326047295,0.15616737175848935,0.07496886998733433,0.11124876114965312,0.9805138189426789
4,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,0,17145,0.0033035784524609395,0.0406633670082216,0.03880808476877955,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,Y_i,1,1347,0.40440734518880656,1.1040659652254847,0.3867081400302931,1.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,active_count_bucket,51-100,18492,0.032520903446721025,0.11812406892249012,0.06414992850862698,0.07284231018818949,0.9828038415514814
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,0-5%,9902,0.0003915510487300318,0.019555967172569723,0.019357422700912133,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,5-10%,2348,0.00032577195672613206,0.01780797893417254,0.017642974973699075,0.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,10-25%,3092,0.0906102562774029,0.3011501393687633,0.07549410325024436,0.10866752910737387,0.8868777645310664
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,25-50%,1659,0.04620309208697136,0.19294468781794163,0.13717317027884696,0.0699216395418927,0.9996759559300065
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,50-75%,1039,0.15810405189264568,0.45355564755142924,0.2879214731042378,0.534167468719923,0.9979841411659593
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,75-90%,377,0.16966182433636373,0.5006525022730419,0.39154248212313464,0.7029177718832891,1.0
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,90-95%,67,0.1557871416608556,0.502029091378822,0.6053012013435364,1.0,
4,xgb_pca_controls,xgb,pca_controls,xgboost,prob_bucket,95-100%,8,0.1557871416608556,0.5020290913788219,0.6053012013435364,1.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,overall,overall,18492,0.030238417654660694,0.1131002374105183,0.0656582028914276,0.07284231018818949,0.9878043579123261
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,crypto,6384,0.003394968400204319,0.045304711619114896,0.043448210527879984,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_domain,macro,12108,0.04439175264313522,0.14884574754037622,0.07736852592156371,0.11124876114965312,0.9849762681331518
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_btc,3360,0.0038254262292980817,0.04401865431266428,0.041875870725960426,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_eth,2352,0.002603183134284851,0.04441156090517141,0.04304191138322915,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_microstrategy,336,0.00031224397331831855,0.017828412389566308,0.01767042651772499,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,crypto_policy,336,0.007715611397588978,0.0918936389107741,0.08779348656978636,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,broad_family,macro_fed_rates,12108,0.04439175264313522,0.14884574754037622,0.07736852592156371,0.11124876114965312,0.9849762681331518
4,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,0,17145,0.0027120013712881295,0.03848371143796992,0.03700305289583708,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,Y_i,1,1347,0.3806024912837792,1.0628406515154494,0.43038912098675014,1.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,active_count_bucket,51-100,18492,0.030238417654660694,0.1131002374105183,0.0656582028914276,0.07284231018818949,0.9878043579123261
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,0-5%,9902,0.00037680544524543993,0.01948971773795351,0.019298793808121623,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,5-10%,2348,0.0002939594337496611,0.017085543379285126,0.016936809280284345,0.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,10-25%,3092,0.09252003102524686,0.31202589163781463,0.07596036463489161,0.10866752910737387,0.9216266241620015
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,25-50%,1659,0.043888297066970595,0.18067603774085086,0.11913504323968692,0.0699216395418927,0.9996759559300066
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,50-75%,1039,0.16490793281822835,0.4646510801431278,0.2800761365669639,0.534167468719923,0.9981144367508004
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,75-90%,377,0.03970400769939272,0.20671116728889372,0.5611310581669251,0.7029177718832891,1.0
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,90-95%,67,0.12742801514324142,0.4415648454228057,0.6430293917655945,1.0,
4,xgb_pca_topology,xgb,pca_topology,xgboost,prob_bucket,95-100%,8,0.12742801514324142,0.4415648454228057,0.6430293917655945,1.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,overall,overall,18492,0.03173099893924471,0.11588751996199051,0.0634607777309008,0.07284231018818949,0.9840931631875637
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,crypto,6384,0.003831059556779883,0.04447656168545227,0.0423007477197404,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_domain,macro,12108,0.0464413733212777,0.15353928388975893,0.07461750316790508,0.11124876114965312,0.9819607939721838
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_btc,3360,0.0048692297846735216,0.0439259728157558,0.041058294078157774,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_eth,2352,0.0026752801658277816,0.04520930842824074,0.04380264613289563,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_microstrategy,336,0.00021772542656947006,0.014865467491064436,0.014755521900951862,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,crypto_policy,336,0.005153147144718631,0.07446431737728552,0.07175722106226853,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,broad_family,macro_fed_rates,12108,0.0464413733212777,0.15353928388975893,0.07461750316790508,0.11124876114965312,0.9819607939721838
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,0,17145,0.002997506228172208,0.03891914285484889,0.03724984959616375,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,Y_i,1,1347,0.39745908545100267,1.0955629657689263,0.39708094318752035,1.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,active_count_bucket,51-100,18492,0.03173099893924471,0.11588751996199051,0.0634607777309008,0.07284231018818949,0.9840931631875637
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,0-5%,9902,0.0003626122359486078,0.018815040038794185,0.01863125472716495,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,5-10%,2348,0.00029512686837287523,0.017001045660865983,0.01685166718387497,0.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,10-25%,3092,0.0911573137317329,0.3038114555224846,0.07439300562538216,0.10866752910737387,0.8868777645310664
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,25-50%,1659,0.046732962256418036,0.19038944892920726,0.12779458891768783,0.0699216395418927,0.9996759559300066
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,50-75%,1039,0.16007731556031682,0.4565652545042533,0.28365120530501364,0.534167468719923,0.9982968505695778
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,75-90%,377,0.12406193099677462,0.40600626155037917,0.4379540094092923,0.7029177718832891,1.0
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,90-95%,67,0.13341347789788927,0.45453681570380494,0.6347419023513794,1.0,
4,xgb_pca_controls_topology,xgb,pca_controls_topology,xgboost,prob_bucket,95-100%,8,0.13341347789788927,0.454536815703805,0.6347419023513794,1.0,
5,market_probability,market,market,baseline,overall,overall,20281,0.05452449698108991,0.18364093818875488,0.14357734242763315,0.06626892165080617,0.9341279755618253
5,market_probability,market,market,baseline,broad_domain,crypto,8448,0.08157210233191288,0.26163933999711153,0.18462073863636366,0.0,
5,market_probability,market,market,baseline,broad_domain,macro,11833,0.03521424852306976,0.12795510209672437,0.1142750005725368,0.11358066424406321,0.9679700587690505
5,market_probability,market,market,baseline,broad_family,crypto_btc,4638,0.07038506322768436,0.22854414433887013,0.16316052177662785,0.0,
5,market_probability,market,market,baseline,broad_family,crypto_eth,3138,0.11348929963352454,0.34607792583489994,0.2365049394518802,0.0,
5,market_probability,market,market,baseline,broad_family,crypto_microstrategy,336,0.0027336309523809527,0.05361903412595096,0.05220238095238095,0.0,
5,market_probability,market,market,baseline,broad_family,crypto_policy,336,0.01674784226190476,0.13789546463000965,0.12870535714285716,0.0,
5,market_probability,market,market,baseline,broad_family,macro_fed_rates,11833,0.03521424852306976,0.12795510209672437,0.1142750005725368,0.11358066424406321,0.9679700587690505
5,market_probability,market,market,baseline,Y_i,0,18937,0.041966722462559246,0.14949156618393764,0.11176174060172298,0.0,
5,market_probability,market,market,baseline,Y_i,1,1344,0.23146391369047617,0.6648066060869875,0.5918601190476189,1.0,
5,market_probability,market,market,baseline,active_count_bucket,51-100,20281,0.05452449698108991,0.18364093818875488,0.14357734242763315,0.06626892165080617,0.9341279755618253
5,market_probability,market,market,baseline,prob_bucket,0-5%,10673,0.00045538281396837035,0.015140991242214803,0.01490743762530009,0.0,
5,market_probability,market,market,baseline,prob_bucket,5-10%,2638,0.0048821372251705835,0.07134558528583022,0.06877786201667929,0.0,
5,market_probability,market,market,baseline,prob_bucket,10-25%,3279,0.0950911855748704,0.3381809990689134,0.172354681305276,0.10247026532479414,0.5870553411646684
5,market_probability,market,market,baseline,prob_bucket,25-50%,1673,0.1353155612671847,0.45412976567334473,0.36083144052600125,0.0,
5,market_probability,market,market,baseline,prob_bucket,50-75%,1444,0.2685971362534626,0.7335831372288979,0.6334809556786704,0.46537396121883656,0.6194177152726376
5,market_probability,market,market,baseline,prob_bucket,75-90%,495,0.32075848131313134,0.8711934635544794,0.8407686868686869,0.5252525252525253,0.8637806873977086
5,market_probability,market,market,baseline,prob_bucket,90-95%,79,0.04120632911392402,0.19522791591759914,0.9063291139240509,0.9620253164556962,0.01754385964912281
5,logit_pca,logit,pca,logistic,overall,overall,20281,0.04043815889586187,0.1437970241500465,0.07510540869830423,0.06626892165080617,0.9342982024356451
5,logit_pca,logit,pca,logistic,broad_domain,crypto,8448,0.03847664458077317,0.12270891611089918,0.08695370917269299,0.0,
5,logit_pca,logit,pca,logistic,broad_domain,macro,11833,0.04183855380280594,0.15885257529639288,0.06664648514488278,0.11358066424406321,0.9719320467246866
5,logit_pca,logit,pca,logistic,broad_family,crypto_btc,4638,0.03191854783101181,0.1051278907289792,0.07509530723417351,0.0,
5,logit_pca,logit,pca,logistic,broad_family,crypto_eth,3138,0.056363953062652745,0.17223146151715965,0.1203842198383651,0.0,
5,logit_pca,logit,pca,logistic,broad_family,crypto_microstrategy,336,8.83885324496673e-05,0.008798679112464677,0.008754145729333621,0.0,
5,logit_pca,logit,pca,logistic,broad_family,crypto_policy,336,0.00033537297807025935,0.016794891908439153,0.016624480121927993,0.0,
5,logit_pca,logit,pca,logistic,broad_family,macro_fed_rates,11833,0.04183855380280594,0.15885257529639288,0.06664648514488278,0.11358066424406321,0.9719320467246866
5,logit_pca,logit,pca,logistic,Y_i,0,18937,0.01744364765802968,0.06189002191680657,0.04579099134318326,0.0,
5,logit_pca,logit,pca,logistic,Y_i,1,1344,0.36443150659737095,1.297869123324797,0.48814642168485634,1.0,
5,logit_pca,logit,pca,logistic,active_count_bucket,51-100,20281,0.04043815889586187,0.1437970241500465,0.07510540869830423,0.06626892165080617,0.9342982024356451
5,logit_pca,logit,pca,logistic,prob_bucket,0-5%,10673,4.7303664499718594e-05,0.006398470710155538,0.006374683229159942,0.0,
5,logit_pca,logit,pca,logistic,prob_bucket,5-10%,2638,0.00011105901203331848,0.009882857669151392,0.009826847002963789,0.0,
5,logit_pca,logit,pca,logistic,prob_bucket,10-25%,3279,0.0977291291843852,0.39969769049292025,0.02495596003972858,0.10247026532479414,0.5725096273643674
5,logit_pca,logit,pca,logistic,prob_bucket,25-50%,1673,0.015048388534835304,0.11526971072814182,0.10661938673934275,0.0,
5,logit_pca,logit,pca,logistic,prob_bucket,50-75%,1444,0.234342438839385,0.6587070668396042,0.48411809366679104,0.46537396121883656,0.644822315260301
5,logit_pca,logit,pca,logistic,prob_bucket,75-90%,495,0.26762026367659064,0.7159792113908684,0.8042293417572999,0.5252525252525253,0.9988134206219312
5,logit_pca,logit,pca,logistic,prob_bucket,90-95%,79,0.03590093751471374,0.1638977599626145,0.9099708721742475,0.9620253164556962,1.0
5,logit_pca_controls,logit,pca_controls,logistic,overall,overall,20281,0.02045491623693456,0.08507332875224642,0.06763716246744582,0.06626892165080617,0.9687522395687957
5,logit_pca_controls,logit,pca_controls,logistic,broad_domain,crypto,8448,0.005437598395929932,0.0328908599854833,0.02931845865241268,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,broad_domain,macro,11833,0.031176314117506435,0.12232825110005464,0.09499424941322457,0.11358066424406321,0.9732022975316545
5,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_btc,4638,0.005383408820868363,0.032850416604919934,0.029597240948862624,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_eth,3138,0.006679869625714713,0.039412798718290606,0.03460469481913638,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_microstrategy,336,2.8778098185528927e-06,0.001573130869980764,0.0015716899616228961,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,broad_family,crypto_policy,336,1.840270249047403e-05,0.0038566029566511804,0.0038473660869114876,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,broad_family,macro_fed_rates,11833,0.031176314117506435,0.12232825110005464,0.09499424941322457,0.11358066424406321,0.9732022975316545
5,logit_pca_controls,logit,pca_controls,logistic,Y_i,0,18937,0.003948342731752144,0.029586399779359777,0.027083813179606828,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,Y_i,1,1344,0.25303302819202333,0.8668858093769147,0.6390350608780165,1.0,
5,logit_pca_controls,logit,pca_controls,logistic,active_count_bucket,51-100,20281,0.02045491623693456,0.08507332875224642,0.06763716246744582,0.06626892165080617,0.9687522395687957
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,0-5%,10673,0.00013446027614345626,0.008705128893347416,0.008637013772472339,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,5-10%,2638,0.0001650857232740096,0.007739399116901628,0.00765510925544265,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,10-25%,3279,0.09276297949114394,0.3267132054083368,0.036222260913499955,0.10247026532479414,0.7558482193421032
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,25-50%,1673,0.021875867271304927,0.12485804318811801,0.11161289298150054,0.0,
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,50-75%,1444,0.04173624007145651,0.19370662496218619,0.41129713710374677,0.46537396121883656,1.0
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,75-90%,495,0.021164639268842447,0.09532106984085283,0.5723307476843447,0.5252525252525253,1.0
5,logit_pca_controls,logit,pca_controls,logistic,prob_bucket,90-95%,79,0.01852914858708105,0.06290382368290134,0.9703078002257742,0.9620253164556962,1.0
5,logit_pca_topology,logit,pca_topology,logistic,overall,overall,20281,0.025502651669388504,0.10415141558321717,0.06930157191331601,0.06626892165080617,0.9538820528343355
5,logit_pca_topology,logit,pca_topology,logistic,broad_domain,crypto,8448,0.012986353872953629,0.06221999600702397,0.0520783728663101,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,broad_domain,macro,11833,0.034438482294275,0.1340877489373691,0.08159782692464923,0.11358066424406321,0.9730848984650586
5,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_btc,4638,0.007294370901460614,0.04555973776578751,0.04114274568111021,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_eth,3138,0.02412554001162737,0.09713803625181695,0.07639127324937797,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_microstrategy,336,0.00015385316934953666,0.011422611788217615,0.011344870201716458,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,broad_family,crypto_policy,336,0.0003565061200887019,0.016878890448134773,0.016697463277600348,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,broad_family,macro_fed_rates,11833,0.034438482294275,0.1340877489373691,0.08159782692464923,0.11358066424406321,0.9730848984650586
5,logit_pca_topology,logit,pca_topology,logistic,Y_i,0,18937,0.006425252172743167,0.037216846391908975,0.03234075488441041,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,Y_i,1,1344,0.2943037783568682,1.0472614875890227,0.5900805838749122,1.0,
5,logit_pca_topology,logit,pca_topology,logistic,active_count_bucket,51-100,20281,0.025502651669388504,0.10415141558321717,0.06930157191331601,0.06626892165080617,0.9538820528343355
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,0-5%,10673,5.5439329451705346e-05,0.006228866963836971,0.006200941607945926,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,5-10%,2638,0.0001332229143243506,0.009410673168569321,0.009343272142862659,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,10-25%,3279,0.09616055440165962,0.3710950926373354,0.033943575909731565,0.10247026532479414,0.6349823228645859
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,25-50%,1673,0.025647521855679863,0.15716474798988128,0.1422127391692581,0.0,
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,50-75%,1444,0.09516208814558816,0.32130300568331543,0.4154256830346788,0.46537396121883656,0.971192249568221
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,75-90%,495,0.03693870666937159,0.1399599267867076,0.5829127977611299,0.5252525252525253,1.0
5,logit_pca_topology,logit,pca_topology,logistic,prob_bucket,90-95%,79,0.029856398284557863,0.10113506846186582,0.9751336588287285,0.9620253164556962,1.0
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,overall,overall,20281,0.023040416939584158,0.08932519774312467,0.06470578833222222,0.06626892165080617,0.9688416258672239
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,crypto,8448,0.00311268288369052,0.02358176127908637,0.02169304638270913,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_domain,macro,11833,0.0372675357855395,0.13626177775226822,0.09541411622789421,0.11358066424406321,0.9673165254756684
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_btc,4638,0.003361876001612873,0.024160216000512047,0.022187773979562612,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_eth,3138,0.003409817209161122,0.027352471538681655,0.025183607820753955,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_microstrategy,336,2.3288543420734374e-06,0.0014050880077827147,0.001403922098155595,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,crypto_policy,336,8.259549197817045e-06,0.002557953024847486,0.0025538123732413705,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,broad_family,macro_fed_rates,11833,0.0372675357855395,0.13626177775226822,0.09541411622789421,0.11358066424406321,0.9673165254756684
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,0,18937,0.004398605796518418,0.029250326802632776,0.026304999834813582,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,Y_i,1,1344,0.28570409076118836,0.935781917237243,0.60577404114132,1.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,active_count_bucket,51-100,20281,0.023040416939584158,0.08932519774312467,0.06470578833222222,0.06626892165080617,0.9688416258672239
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,0-5%,10673,0.0001451877917603817,0.008284005722329126,0.0082101901288571,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,5-10%,2638,0.0003827284685693465,0.009576071432233536,0.009376246367552458,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,10-25%,3279,0.09309312102824438,0.32988479687136946,0.03670454656118088,0.10247026532479414,0.7344364351245084
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,25-50%,1673,0.035149501958989395,0.15222981524028312,0.12762523464698142,0.0,
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,50-75%,1444,0.06556147632340502,0.2272843999091783,0.35996753927882497,0.46537396121883656,0.999866996669134
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,75-90%,495,0.010273322258462819,0.05969409393371254,0.5456521977083343,0.5252525252525253,1.0
5,logit_pca_controls_topology,logit,pca_controls_topology,logistic,prob_bucket,90-95%,79,0.011518253066119187,0.048196026726651485,0.9642279200018101,0.9620253164556962,1.0
5,xgb_pca,xgb,pca,xgboost,overall,overall,20281,0.03998954015060683,0.13847724616162047,0.07673012587291836,0.06626892165080617,0.9455274396683742
5,xgb_pca,xgb,pca,xgboost,broad_domain,crypto,8448,0.02553532382477478,0.1093334060780804,0.09043457284276497,0.0,
5,xgb_pca,xgb,pca,xgboost,broad_domain,macro,11833,0.05030891981093212,0.1592840712292911,0.06694603325048414,0.11358066424406321,0.9815521022023072
5,xgb_pca,xgb,pca,xgboost,broad_family,crypto_btc,4638,0.02283776893997659,0.09727168634492935,0.08015154501015209,0.0,
5,xgb_pca,xgb,pca,xgboost,broad_family,crypto_eth,3138,0.03451747365844499,0.14247298637707836,0.11714726214939959,0.0,
5,xgb_pca,xgb,pca,xgboost,broad_family,crypto_microstrategy,336,0.000221772988709853,0.01500404430006749,0.014892044477164745,0.0,
5,xgb_pca,xgb,pca,xgboost,broad_family,crypto_policy,336,0.00419790257047323,0.06065756888019731,0.058442172766219644,0.0,
