hypothesis,target,task,fold,model,feature_set,placebo_type,n_obs,metric_primary,brier,log_loss,mse,mae,auc
H4_topology_change,Y_i,classification,4,pca_plus_topology_change_future_shift,topology_change,future_shift,18492,0.13886803054056668,0.038701933152611355,0.13886803054056668,,,0.9449108362815697
H5_interactions,Y_i,classification,4,logistic_interactions,topology_interactions,real,18492,0.1391853183902862,0.038801478708219185,0.1391853183902862,,,0.9448004194971793
H5_interactions,Y_i,classification,4,xgboost_interactions,topology_interactions,real,18492,0.12533918560469942,0.03791996034690709,0.12533918560469942,,,0.9615548675074365
H6_uncertainty_signal,miscalibration_indicator,classification,4,pca_error_miscalibration_indicator,pca,none,18492,0.2587039873899347,0.06499282308667055,0.2587039873899347,,,0.9720713703097112
H6_uncertainty_signal,miscalibration_indicator,classification,4,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,18492,0.259721112707905,0.06457886682459485,0.259721112707905,,,0.9720917928386527
H6_uncertainty_signal,market_abs_error,regression,4,pca_error_market_abs_error,pca,none,18492,0.014924933778208487,,,0.014924933778208487,0.06947206929886245,
H6_uncertainty_signal,market_abs_error,regression,4,pca_plus_topology_error_market_abs_error,residual_topology,real,18492,0.014964012311116577,,,0.014964012311116577,0.07018194899675745,
H6_uncertainty_signal,market_squared_error,regression,4,pca_error_market_squared_error,pca,none,18492,0.009863596797162002,,,0.009863596797162002,0.043731403591928855,
H6_uncertainty_signal,market_squared_error,regression,4,pca_plus_topology_error_market_squared_error,residual_topology,real,18492,0.009887135776474985,,,0.009887135776474985,0.04460076377337839,
baseline,Y_i,classification,5,market_only,market_probability,none,20281,0.15113523578979912,0.0417173561960311,0.15113523578979912,,,0.9351162736969952
baseline,Y_i,classification,5,pca_only,pca,none,20281,0.1437970241500465,0.04043815889586187,0.1437970241500465,,,0.9342982024356451
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_family_ph,local_broad_family,real,20281,0.13229064521246597,0.03644984167174895,0.13229064521246597,,,0.9420503715955411
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,20281,0.1438018200018823,0.04044436767175074,0.1438018200018823,,,0.9344477820567948
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,20281,0.12901923314356306,0.03502492205865078,0.12901923314356306,,,0.9439422571584476
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_domain_ph,local_broad_domain,real,20281,0.10035109824647069,0.025635084029394125,0.10035109824647069,,,0.9608643603980115
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,20281,0.14407522358464422,0.04049450852703913,0.14407522358464422,,,0.9338230995254942
H1_local_topology,Y_i,classification,5,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,20281,0.09602927528440368,0.023760921802432347,0.09602927528440368,,,0.9610012098386379
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,20281,0.10223741232297776,0.02644074426177089,0.10223741232297776,,,0.9623706472212373
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,20281,0.06877834323530026,0.02138334771271601,0.06877834323530026,,,0.9893981563555349
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,20281,0.10521637503985318,0.025956640422059158,0.10521637503985318,,,0.9535867047880567
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,20281,0.0684256736269875,0.021172873013553282,0.0684256736269875,,,0.9886113604759642
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,20281,0.10451151589179523,0.02700287725772043,0.10451151589179523,,,0.9626134636275168
H1_local_topology,Y_i,classification,5,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,20281,0.0711887812522257,0.02385949375848808,0.0711887812522257,,,0.9861395051763114
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,20281,0.1389337359110336,0.03802177876595581,0.1389337359110336,,,0.9222951745386332
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,20281,0.12184025980899298,0.034160584453074065,0.12184025980899298,,,0.9438810422780297
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,20281,0.17607498799137855,0.04485481534955091,0.17607498799137855,,,0.8959424042627558
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,20281,0.18331494091761485,0.055221026408524956,0.18331494091761485,,,0.9030549997233936
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,20281,0.07908069936718896,0.020794042517798962,0.07908069936718896,,,0.9970970473524996
H1_local_topology,Y_i,classification,5,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,20281,0.13884558206954126,0.04173846429026646,0.13884558206954126,,,0.949342996954815
H2_graph_topology,Y_i,classification,5,pca_plus_graph_topology,graph_topology,real,20281,0.1429700236003925,0.03986239970792029,0.1429700236003925,,,0.933346267825396
H2_graph_topology,Y_i,classification,5,pca_plus_graph_topology_shuffle,graph_topology,shuffle,20281,0.14377514163413313,0.040416957040281615,0.14377514163413313,,,0.9343249593891525
H2_graph_topology,Y_i,classification,5,pca_plus_graph_topology_future_shift,graph_topology,future_shift,20281,0.14323179476844036,0.04006124971787365,0.14323179476844036,,,0.9336439340218319
H3_regime_volatility,large_move_24h,classification,5,pca_large_move_24h,pca,none,20281,0.11039088185956782,0.024883169204912597,0.11039088185956782,,,0.8972216758742371
H3_regime_volatility,large_move_24h,classification,5,pca_plus_topology_large_move_24h,residual_topology,real,20281,0.1132026037859835,0.024983401228857536,0.1132026037859835,,,0.8730168532284345
H3_regime_volatility,large_move_72h,classification,5,pca_large_move_72h,pca,none,20281,0.2076887027714757,0.05729769338565337,0.2076887027714757,,,0.9041332799848378
H3_regime_volatility,large_move_72h,classification,5,pca_plus_topology_large_move_72h,residual_topology,real,20281,0.20841883219276405,0.05738450059898071,0.20841883219276405,,,0.9053194470655221
H3_regime_volatility,abs_move_24h,regression,5,pca_abs_move_24h,pca,none,20257,0.0008118281444178998,,,0.0008118281444178998,0.01211773433730399,
H3_regime_volatility,abs_move_24h,regression,5,pca_plus_topology_abs_move_24h,residual_topology,real,20257,0.0008135458381870684,,,0.0008135458381870684,0.012173120849538789,
H3_regime_volatility,abs_move_72h,regression,5,pca_abs_move_72h,pca,none,20209,0.002214751725067314,,,0.002214751725067314,0.020346326941700243,
H3_regime_volatility,abs_move_72h,regression,5,pca_plus_topology_abs_move_72h,residual_topology,real,20209,0.0022138784052404266,,,0.0022138784052404266,0.020323416189744658,
H4_topology_change,Y_i,classification,5,pca_plus_topology_change,topology_change,real,20281,0.1437887155347807,0.04043394148482477,0.1437887155347807,,,0.9343046853979485
H4_topology_change,Y_i,classification,5,pca_plus_topology_change_shuffle,topology_change,shuffle,20281,0.14379666550293596,0.04043253686263859,0.14379666550293596,,,0.9343087323380532
H4_topology_change,Y_i,classification,5,pca_plus_topology_change_future_shift,topology_change,future_shift,20281,0.14379234991447215,0.040433913156216125,0.14379234991447215,,,0.9342889298350168
H5_interactions,Y_i,classification,5,logistic_interactions,topology_interactions,real,20281,0.1440875731378688,0.04052729465468402,0.1440875731378688,,,0.933929734432718
H5_interactions,Y_i,classification,5,xgboost_interactions,topology_interactions,real,20281,0.1258360501244461,0.038000709484453984,0.1258360501244461,,,0.9676709993286009
H6_uncertainty_signal,miscalibration_indicator,classification,5,pca_error_miscalibration_indicator,pca,none,20281,0.23983095692626064,0.05976542139198784,0.23983095692626064,,,0.9736320979123265
H6_uncertainty_signal,miscalibration_indicator,classification,5,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,20281,0.24024391743353365,0.05954586551127324,0.24024391743353365,,,0.9735682283843439
H6_uncertainty_signal,market_abs_error,regression,5,pca_error_market_abs_error,pca,none,20281,0.015497846220684461,,,0.015497846220684461,0.06822680162835888,
H6_uncertainty_signal,market_abs_error,regression,5,pca_plus_topology_error_market_abs_error,residual_topology,real,20281,0.015515986763194713,,,0.015515986763194713,0.06879963081517484,
H6_uncertainty_signal,market_squared_error,regression,5,pca_error_market_squared_error,pca,none,20281,0.011050579017658253,,,0.011050579017658253,0.04180411257091624,
H6_uncertainty_signal,market_squared_error,regression,5,pca_plus_topology_error_market_squared_error,residual_topology,real,20281,0.011062453929182139,,,0.011062453929182139,0.04240495441565489,
baseline,Y_i,classification,6,market_only,market_probability,none,20832,0.12776215016986675,0.03217712578985622,0.12776215016986675,,,0.9569916957443896
baseline,Y_i,classification,6,pca_only,pca,none,20832,0.10764998425866329,0.026749839524134893,0.10764998425866329,,,0.95839671177379
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_family_ph,local_broad_family,real,20832,0.09826830056644091,0.024511992268966557,0.09826830056644091,,,0.9686395267967101
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,20832,0.10728420267111452,0.026653625542987676,0.10728420267111452,,,0.957868666279371
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,20832,0.09902312797967411,0.024609267501119948,0.09902312797967411,,,0.9675451033053307
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_domain_ph,local_broad_domain,real,20832,0.08266421714671769,0.02133257814241111,0.08266421714671769,,,0.9806894100582043
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,20832,0.10772303615859574,0.026765304864912305,0.10772303615859574,,,0.957977325942949
H1_local_topology,Y_i,classification,6,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,20832,0.0830522475579193,0.02129725011947327,0.0830522475579193,,,0.9797689336600302
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,20832,0.08756143774099837,0.021988629556070362,0.08756143774099837,,,0.9752533343168446
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,20832,0.12116655892794387,0.032073788614685524,0.12116655892794387,,,0.9497227995005474
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,20832,0.09196570548288946,0.02458236486695805,0.09196570548288946,,,0.9771284580193429
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,20832,0.10987646246416154,0.027791373401341003,0.10987646246416154,,,0.9512025333660763
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,20832,0.09351391319551842,0.027272632946690828,0.09351391319551842,,,0.984390653711197
H1_local_topology,Y_i,classification,6,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,20832,0.1121210583844075,0.025344498633715417,0.1121210583844075,,,0.9259765586820218
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,20832,0.11127959377704087,0.02741017644788427,0.11127959377704087,,,0.9312966633312808
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,20832,0.09198807349922367,0.019753964055153155,0.09198807349922367,,,0.9487560873846664
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,20832,0.17102452497719473,0.03795234341048431,0.17102452497719473,,,0.7681561669207913
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,20832,0.09359800232268083,0.01987879417392309,0.09359800232268083,,,0.9409150289066776
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,20832,0.10230819003350161,0.030424662262273947,0.10230819003350161,,,0.9658914414364885
H1_local_topology,Y_i,classification,6,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,20832,0.04839734590970218,0.012982819419224719,0.04839734590970218,,,0.9998184169501134
H2_graph_topology,Y_i,classification,6,pca_plus_graph_topology,graph_topology,real,20832,0.10807750334339185,0.026857650792492548,0.10807750334339185,,,0.957511666214618
H2_graph_topology,Y_i,classification,6,pca_plus_graph_topology_shuffle,graph_topology,shuffle,20832,0.10765395113096903,0.026748880588312998,0.10765395113096903,,,0.958397551729025
H2_graph_topology,Y_i,classification,6,pca_plus_graph_topology_future_shift,graph_topology,future_shift,20832,0.10811515560492725,0.02687173831196212,0.10811515560492725,,,0.9578459302183517
H3_regime_volatility,large_move_24h,classification,6,pca_large_move_24h,pca,none,20832,0.051723247758413686,0.00966002886664979,0.051723247758413686,,,0.8667351685973121
H3_regime_volatility,large_move_24h,classification,6,pca_plus_topology_large_move_24h,residual_topology,real,20832,0.053877577411680935,0.009893942055710396,0.053877577411680935,,,0.853605253037835
H3_regime_volatility,large_move_72h,classification,6,pca_large_move_72h,pca,none,20832,0.11927609262879732,0.02866720420678712,0.11927609262879732,,,0.8893757002108871
H3_regime_volatility,large_move_72h,classification,6,pca_plus_topology_large_move_72h,residual_topology,real,20832,0.11936768465333544,0.02870319130852529,0.11936768465333544,,,0.8891779936074865
H3_regime_volatility,abs_move_24h,regression,6,pca_abs_move_24h,pca,none,20832,0.00036976229177318915,,,0.00036976229177318915,0.010053300186872198,
H3_regime_volatility,abs_move_24h,regression,6,pca_plus_topology_abs_move_24h,residual_topology,real,20832,0.00037171533946914225,,,0.00037171533946914225,0.010876089080491296,
H3_regime_volatility,abs_move_72h,regression,6,pca_abs_move_72h,pca,none,20832,0.0008596268367579163,,,0.0008596268367579163,0.015940991798268495,
H3_regime_volatility,abs_move_72h,regression,6,pca_plus_topology_abs_move_72h,residual_topology,real,20832,0.0008616075773525759,,,0.0008616075773525759,0.016432736511364773,
H4_topology_change,Y_i,classification,6,pca_plus_topology_change,topology_change,real,20832,0.10764864900322356,0.02674912344486623,0.10764864900322356,,,0.95836758059905
H4_topology_change,Y_i,classification,6,pca_plus_topology_change_shuffle,topology_change,shuffle,20832,0.1076656862187213,0.02675485522511153,0.1076656862187213,,,0.9584059894611581
H4_topology_change,Y_i,classification,6,pca_plus_topology_change_future_shift,topology_change,future_shift,20832,0.10764977664804251,0.02674986400727208,0.10764977664804251,,,0.9583808289838924
H5_interactions,Y_i,classification,6,logistic_interactions,topology_interactions,real,20832,0.10727708069463059,0.02667074182541867,0.10727708069463059,,,0.9584136635976229
H5_interactions,Y_i,classification,6,xgboost_interactions,topology_interactions,real,20832,0.08943235976817528,0.024988953614192736,0.08943235976817528,,,0.9794669697530592
H6_uncertainty_signal,miscalibration_indicator,classification,6,pca_error_miscalibration_indicator,pca,none,20832,0.2954184658914634,0.07345856289210445,0.2954184658914634,,,0.9582447414950777
H6_uncertainty_signal,miscalibration_indicator,classification,6,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,20832,0.2962366255472364,0.07296764465874836,0.2962366255472364,,,0.9581194879807344
H6_uncertainty_signal,market_abs_error,regression,6,pca_error_market_abs_error,pca,none,20832,0.017296720151710923,,,0.017296720151710923,0.06583399937240196,
H6_uncertainty_signal,market_abs_error,regression,6,pca_plus_topology_error_market_abs_error,residual_topology,real,20832,0.017341260759754985,,,0.017341260759754985,0.06659300262988303,
H6_uncertainty_signal,market_squared_error,regression,6,pca_error_market_squared_error,pca,none,20832,0.00966658255951863,,,0.00966658255951863,0.039247653366817084,
H6_uncertainty_signal,market_squared_error,regression,6,pca_plus_topology_error_market_squared_error,residual_topology,real,20832,0.009696392565570951,,,0.009696392565570951,0.040031223088942934,
baseline,Y_i,classification,7,market_only,market_probability,none,19516,0.12171885599877447,0.03196580160181393,0.12171885599877447,,,0.9509111456525358
baseline,Y_i,classification,7,pca_only,pca,none,19516,0.11001658798162219,0.02644022954771601,0.11001658798162219,,,0.9489651442021921
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_family_ph,local_broad_family,real,19516,0.10850708305980371,0.026202454534017445,0.10850708305980371,,,0.9414985248896393
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,19516,0.11053996636475669,0.026588562830092966,0.11053996636475669,,,0.94802497186492
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,19516,0.1111428211037605,0.02704575888305232,0.1111428211037605,,,0.9342250618179223
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_domain_ph,local_broad_domain,real,19516,0.09916459519282458,0.024825850990148158,0.09916459519282458,,,0.9518077531959075
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,19516,0.11011107285062978,0.026466049224923443,0.11011107285062978,,,0.9485803424950665
H1_local_topology,Y_i,classification,7,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,19516,0.10388154590719596,0.02617283026931856,0.10388154590719596,,,0.9424854321706809
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,19516,0.12303262288816982,0.03198638147275037,0.12303262288816982,,,0.9590508026423199
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,19516,0.08706872871378775,0.022893536063541917,0.08706872871378775,,,0.9725716652004723
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,19516,0.13224149695919613,0.036527948384010404,0.13224149695919613,,,0.9363235524303162
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,19516,0.0995662188580655,0.0246212598552968,0.0995662188580655,,,0.9594121749605713
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,19516,0.09257957569619629,0.02274155085062383,0.09257957569619629,,,0.9761693890328664
H1_local_topology,Y_i,classification,7,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,19516,0.09302079458631929,0.023312338912107135,0.09302079458631929,,,0.9624102946654304
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,19516,0.1319298951155757,0.03537000926146905,0.1319298951155757,,,0.9097776833337297
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,19516,0.10997352012066848,0.029613076359968727,0.10997352012066848,,,0.9521159264366724
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,19516,0.14809536827168396,0.03371134143858069,0.14809536827168396,,,0.7871668370622221
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,19516,0.08310484110537335,0.022245804723638754,0.08310484110537335,,,0.9838392694389626
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,19516,0.0955300104721083,0.025801421069043557,0.0955300104721083,,,0.9694618472463286
H1_local_topology,Y_i,classification,7,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,19516,0.08223283572292919,0.020545001405924117,0.08223283572292919,,,0.9804300704565809
H2_graph_topology,Y_i,classification,7,pca_plus_graph_topology,graph_topology,real,19516,0.10853936675963291,0.026117063993777615,0.10853936675963291,,,0.9488703369076773
H2_graph_topology,Y_i,classification,7,pca_plus_graph_topology_shuffle,graph_topology,shuffle,19516,0.11002221817669662,0.02644185224226911,0.11002221817669662,,,0.9489198209657861
H2_graph_topology,Y_i,classification,7,pca_plus_graph_topology_future_shift,graph_topology,future_shift,19516,0.10908538216885605,0.026224403291689236,0.10908538216885605,,,0.9480534784469437
H3_regime_volatility,large_move_24h,classification,7,pca_large_move_24h,pca,none,19516,0.042652892732159275,0.00840477246256039,0.042652892732159275,,,0.9191578282313002
H3_regime_volatility,large_move_24h,classification,7,pca_plus_topology_large_move_24h,residual_topology,real,19516,0.043039993727366624,0.008416516297793442,0.043039993727366624,,,0.9137968769602131
H3_regime_volatility,large_move_72h,classification,7,pca_large_move_72h,pca,none,19516,0.11133181473415822,0.028036398235945614,0.11133181473415822,,,0.9280297979201615
H3_regime_volatility,large_move_72h,classification,7,pca_plus_topology_large_move_72h,residual_topology,real,19516,0.11196531345328546,0.028129435589743085,0.11196531345328546,,,0.9150617273896969
H3_regime_volatility,abs_move_24h,regression,7,pca_abs_move_24h,pca,none,19252,0.0003340367945041418,,,0.0003340367945041418,0.00877457062463686,
H3_regime_volatility,abs_move_24h,regression,7,pca_plus_topology_abs_move_24h,residual_topology,real,19252,0.0003337162975037987,,,0.0003337162975037987,0.009020011140807,
H3_regime_volatility,abs_move_72h,regression,7,pca_abs_move_72h,pca,none,18724,0.000990546648239596,,,0.000990546648239596,0.01521426115517753,
H3_regime_volatility,abs_move_72h,regression,7,pca_plus_topology_abs_move_72h,residual_topology,real,18724,0.0009908336169290749,,,0.0009908336169290749,0.015452820772381925,
H4_topology_change,Y_i,classification,7,pca_plus_topology_change,topology_change,real,19516,0.11002126415042537,0.026441292033499653,0.11002126415042537,,,0.9489624693882404
H4_topology_change,Y_i,classification,7,pca_plus_topology_change_shuffle,topology_change,shuffle,19516,0.11001907428774399,0.02644011167808552,0.11001907428774399,,,0.9489330959683618
H4_topology_change,Y_i,classification,7,pca_plus_topology_change_future_shift,topology_change,future_shift,19516,0.11002955913534684,0.02644483942395081,0.11002955913534684,,,0.9489713854347465
H5_interactions,Y_i,classification,7,logistic_interactions,topology_interactions,real,19516,0.10997704060685703,0.026511621758949624,0.10997704060685703,,,0.9486945917243238
H5_interactions,Y_i,classification,7,xgboost_interactions,topology_interactions,real,19516,0.1009862928379747,0.029375965107276754,0.1009862928379747,,,0.9782403389682747
H6_uncertainty_signal,miscalibration_indicator,classification,7,pca_error_miscalibration_indicator,pca,none,19516,0.21658133359110013,0.05659158106404657,0.21658133359110013,,,0.9834750699749353
H6_uncertainty_signal,miscalibration_indicator,classification,7,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,19516,0.21663416745919148,0.0568261036547245,0.21663416745919148,,,0.9834148599504026
H6_uncertainty_signal,market_abs_error,regression,7,pca_error_market_abs_error,pca,none,19516,0.01331749826155162,,,0.01331749826155162,0.0612151751800699,
H6_uncertainty_signal,market_abs_error,regression,7,pca_plus_topology_error_market_abs_error,residual_topology,real,19516,0.013295037903827715,,,0.013295037903827715,0.06080090808687014,
H6_uncertainty_signal,market_squared_error,regression,7,pca_error_market_squared_error,pca,none,19516,0.008509535516555707,,,0.008509535516555707,0.03600445446251456,
H6_uncertainty_signal,market_squared_error,regression,7,pca_plus_topology_error_market_squared_error,residual_topology,real,19516,0.008493986082497306,,,0.008493986082497306,0.03555626078599668,
baseline,Y_i,classification,8,market_only,market_probability,none,20252,0.1638988890512281,0.04729999353545964,0.1638988890512281,,,0.9476153659695119
baseline,Y_i,classification,8,pca_only,pca,none,20252,0.1422142930938416,0.03878110142270192,0.1422142930938416,,,0.9399013490885275
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_family_ph,local_broad_family,real,20252,0.14613121127651021,0.038770383928880256,0.14613121127651021,,,0.9100947272866634
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,20252,0.14312158533463692,0.03905288520059186,0.14312158533463692,,,0.9388986537823207
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,20252,0.14163689484745787,0.038603735212512466,0.14163689484745787,,,0.9310950220244422
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_domain_ph,local_broad_domain,real,20252,0.15455900058674416,0.04011240186233051,0.15455900058674416,,,0.8838365175627116
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,20252,0.14216668467812393,0.03879175210100566,0.14216668467812393,,,0.9399706023551186
H1_local_topology,Y_i,classification,8,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,20252,0.1465429716161666,0.039496913607455136,0.1465429716161666,,,0.9188938177511765
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,20252,0.14917666564051715,0.04314263470027935,0.14917666564051715,,,0.9363502208074879
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,20252,0.12493741043763815,0.03299000344317928,0.12493741043763815,,,0.9436279996052186
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,20252,0.13583263780640054,0.03893216043179283,0.13583263780640054,,,0.9448595300683091
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,20252,0.1337044507488001,0.035695965474617376,0.1337044507488001,,,0.9393931415355556
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,20252,0.13173923806551827,0.03652099507702468,0.13173923806551827,,,0.9504930344854304
H1_local_topology,Y_i,classification,8,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,20252,0.14313126659970207,0.03654264814375083,0.14313126659970207,,,0.9070611050933884
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,20252,0.17048939407972763,0.04203477580351556,0.17048939407972763,,,0.8831266368841272
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,20252,0.13994096728676308,0.03488112275986589,0.13994096728676308,,,0.9165469587704553
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,20252,0.26266299108591196,0.05934286159141713,0.26266299108591196,,,0.727003642924051
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,20252,0.14315687014394307,0.03737407076892988,0.14315687014394307,,,0.9118190999200724
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,20252,0.1760732874385198,0.048133035065823365,0.1760732874385198,,,0.8831882173725418
H1_local_topology,Y_i,classification,8,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,20252,0.13415312288774792,0.03706472977838282,0.13415312288774792,,,0.9478344465866984
H2_graph_topology,Y_i,classification,8,pca_plus_graph_topology,graph_topology,real,20252,0.14412770336214553,0.039211098643188336,0.14412770336214553,,,0.936096721733158
H2_graph_topology,Y_i,classification,8,pca_plus_graph_topology_shuffle,graph_topology,shuffle,20252,0.14207110919939733,0.03875221911493351,0.14207110919939733,,,0.9399433411923465
H2_graph_topology,Y_i,classification,8,pca_plus_graph_topology_future_shift,graph_topology,future_shift,20252,0.14303514439592482,0.038886260175708544,0.14303514439592482,,,0.9370241167512132
H3_regime_volatility,large_move_24h,classification,8,pca_large_move_24h,pca,none,20252,0.08119187454783082,0.01867698624391652,0.08119187454783082,,,0.9307997305057425
H3_regime_volatility,large_move_24h,classification,8,pca_plus_topology_large_move_24h,residual_topology,real,20252,0.07918954558710066,0.018434043845446356,0.07918954558710066,,,0.9229558104976829
H3_regime_volatility,large_move_72h,classification,8,pca_large_move_72h,pca,none,20252,0.18955314461046532,0.052976721701303624,0.18955314461046532,,,0.9344006266860041
