hypothesis,target,task,fold,model,feature_set,placebo_type,n_obs,metric_primary,brier,log_loss,mse,mae,auc
H3_regime_volatility,large_move_72h,classification,8,pca_plus_topology_large_move_72h,residual_topology,real,20252,0.18425700697482778,0.05179383943429563,0.18425700697482778,,,0.9305169477759959
H3_regime_volatility,abs_move_24h,regression,8,pca_abs_move_24h,pca,none,20252,0.0007876190852556124,,,0.0007876190852556124,0.011035998200683092,
H3_regime_volatility,abs_move_24h,regression,8,pca_plus_topology_abs_move_24h,residual_topology,real,20252,0.0007854311723310116,,,0.0007854311723310116,0.011219846196818014,
H3_regime_volatility,abs_move_72h,regression,8,pca_abs_move_72h,pca,none,20252,0.0018181094424621303,,,0.0018181094424621303,0.019440661133788388,
H3_regime_volatility,abs_move_72h,regression,8,pca_plus_topology_abs_move_72h,residual_topology,real,20252,0.0018066300510460596,,,0.0018066300510460596,0.020072250104010012,
H4_topology_change,Y_i,classification,8,pca_plus_topology_change,topology_change,real,20252,0.142196827939326,0.038776604310587826,0.142196827939326,,,0.939906900452583
H4_topology_change,Y_i,classification,8,pca_plus_topology_change_shuffle,topology_change,shuffle,20252,0.14225908904531764,0.03879496278711533,0.14225908904531764,,,0.9399350934514643
H4_topology_change,Y_i,classification,8,pca_plus_topology_change_future_shift,topology_change,future_shift,20252,0.14221554380925616,0.03878910686563143,0.14221554380925616,,,0.9398507523704226
H5_interactions,Y_i,classification,8,logistic_interactions,topology_interactions,real,20252,0.14307627341530643,0.039028554036604025,0.14307627341530643,,,0.9393763090066877
H5_interactions,Y_i,classification,8,xgboost_interactions,topology_interactions,real,20252,0.11772507492639063,0.03545708496836661,0.11772507492639063,,,0.960336376181365
H6_uncertainty_signal,miscalibration_indicator,classification,8,pca_error_miscalibration_indicator,pca,none,20252,0.17812029279276698,0.048226401927747825,0.17812029279276698,,,0.9962575816179539
H6_uncertainty_signal,miscalibration_indicator,classification,8,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,20252,0.17801160504132327,0.047964397916836224,0.17801160504132327,,,0.9961318701371009
H6_uncertainty_signal,market_abs_error,regression,8,pca_error_market_abs_error,pca,none,20252,0.012406542435109025,,,0.012406542435109025,0.057028848010728286,
H6_uncertainty_signal,market_abs_error,regression,8,pca_plus_topology_error_market_abs_error,residual_topology,real,20252,0.012437952896012903,,,0.012437952896012903,0.05761794779486001,
H6_uncertainty_signal,market_squared_error,regression,8,pca_error_market_squared_error,pca,none,20252,0.008470834258070397,,,0.008470834258070397,0.0308034864355687,
H6_uncertainty_signal,market_squared_error,regression,8,pca_plus_topology_error_market_squared_error,residual_topology,real,20252,0.008497423747722211,,,0.008497423747722211,0.03146374027561817,
baseline,Y_i,classification,9,market_only,market_probability,none,21514,0.18956524882945272,0.05018425936996806,0.18956524882945272,,,0.9430102139423884
baseline,Y_i,classification,9,pca_only,pca,none,21514,0.17138418058748575,0.04731267189662624,0.17138418058748575,,,0.9431107207680895
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_family_ph,local_broad_family,real,21514,0.1721808277806835,0.04756424074987927,0.1721808277806835,,,0.9130069157339249
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,21514,0.17523753416761742,0.047885523146658865,0.17523753416761742,,,0.9404194997046917
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,21514,0.17806264782832085,0.048610527455391205,0.17806264782832085,,,0.9001391609885862
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_domain_ph,local_broad_domain,real,21514,0.18200346810849433,0.04974033822652212,0.18200346810849433,,,0.9026191946729281
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,21514,0.1714797090011612,0.04736352218656666,0.1714797090011612,,,0.9429052955002714
H1_local_topology,Y_i,classification,9,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,21514,0.18709189827522385,0.05056469862578735,0.18709189827522385,,,0.8886025289666134
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,21514,0.19597595685831337,0.048796929904129926,0.19597595685831337,,,0.8311167661831296
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,21514,0.20050492837761594,0.05985806721240249,0.20050492837761594,,,0.9233715433334774
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,21514,0.20925079868361487,0.04340649406571428,0.20925079868361487,,,0.8001579178611044
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,21514,0.16876232774786618,0.05062864654875503,0.16876232774786618,,,0.9391181178783907
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,21514,0.11350909506411151,0.030204061928407987,0.11350909506411151,,,0.9682981244327922
H1_local_topology,Y_i,classification,9,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,21514,0.1946744006935157,0.05017101111691194,0.1946744006935157,,,0.8874048501370901
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,21514,0.2214734545434829,0.05961282306863215,0.2214734545434829,,,0.9370097553743693
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,21514,0.16668967161294188,0.05104514230004542,0.16668967161294188,,,0.9472200964433366
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,21514,0.20944849456067938,0.04791665179599128,0.20944849456067938,,,0.7986108960323062
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,21514,0.16510088850408156,0.044857824455824855,0.16510088850408156,,,0.9093710985705161
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,21514,0.21826051611585046,0.04353195004637344,0.21826051611585046,,,0.7134635330385053
H1_local_topology,Y_i,classification,9,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,21514,0.22548518903059708,0.0646416995559224,0.22548518903059708,,,0.9135837570885972
H2_graph_topology,Y_i,classification,9,pca_plus_graph_topology,graph_topology,real,21514,0.17163396394092956,0.04715138948378945,0.17163396394092956,,,0.9431522559865935
H2_graph_topology,Y_i,classification,9,pca_plus_graph_topology_shuffle,graph_topology,shuffle,21514,0.17140237547539725,0.04730400686833416,0.17140237547539725,,,0.9431267766509649
H2_graph_topology,Y_i,classification,9,pca_plus_graph_topology_future_shift,graph_topology,future_shift,21514,0.1715952063612958,0.04726771429151856,0.1715952063612958,,,0.9430747976058428
H3_regime_volatility,large_move_24h,classification,9,pca_large_move_24h,pca,none,21514,0.08050843256001199,0.018360548972179366,0.08050843256001199,,,0.9184997633074599
H3_regime_volatility,large_move_24h,classification,9,pca_plus_topology_large_move_24h,residual_topology,real,21514,0.07930047329060971,0.018241313953739388,0.07930047329060971,,,0.9037287783295845
H3_regime_volatility,large_move_72h,classification,9,pca_large_move_72h,pca,none,21514,0.13696436693311068,0.03624660322746917,0.13696436693311068,,,0.9289045396223157
H3_regime_volatility,large_move_72h,classification,9,pca_plus_topology_large_move_72h,residual_topology,real,21514,0.13394094591151626,0.0357358828433165,0.13394094591151626,,,0.9276466429088892
H3_regime_volatility,abs_move_24h,regression,9,pca_abs_move_24h,pca,none,21466,0.0005416368779696415,,,0.0005416368779696415,0.01229542569864936,
H3_regime_volatility,abs_move_24h,regression,9,pca_plus_topology_abs_move_24h,residual_topology,real,21466,0.0005338372707063869,,,0.0005338372707063869,0.010759752850538887,
H3_regime_volatility,abs_move_72h,regression,9,pca_abs_move_72h,pca,none,21370,0.0009807607224705539,,,0.0009807607224705539,0.01838235587491402,
H3_regime_volatility,abs_move_72h,regression,9,pca_plus_topology_abs_move_72h,residual_topology,real,21370,0.0009681318594780332,,,0.0009681318594780332,0.017264114652285122,
H4_topology_change,Y_i,classification,9,pca_plus_topology_change,topology_change,real,21514,0.17138578644385236,0.04731620842828992,0.17138578644385236,,,0.9431101205481689
H4_topology_change,Y_i,classification,9,pca_plus_topology_change_shuffle,topology_change,shuffle,21514,0.17139183164100685,0.04731701199302209,0.17139183164100685,,,0.9431175932861801
H4_topology_change,Y_i,classification,9,pca_plus_topology_change_future_shift,topology_change,future_shift,21514,0.17138648259403635,0.04731510680606367,0.17138648259403635,,,0.9430942147202734
H5_interactions,Y_i,classification,9,logistic_interactions,topology_interactions,real,21514,0.17294503198944983,0.04751152293188456,0.17294503198944983,,,0.9417203113220685
H5_interactions,Y_i,classification,9,xgboost_interactions,topology_interactions,real,21514,0.14171106763259383,0.04249839152285703,0.14171106763259383,,,0.9469977749847543
H6_uncertainty_signal,miscalibration_indicator,classification,9,pca_error_miscalibration_indicator,pca,none,21514,0.23413393085963427,0.05956581506617268,0.23413393085963427,,,0.977998099888462
H6_uncertainty_signal,miscalibration_indicator,classification,9,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,21514,0.23399080200796138,0.05885652364759026,0.23399080200796138,,,0.9780229595420845
H6_uncertainty_signal,market_abs_error,regression,9,pca_error_market_abs_error,pca,none,21514,0.02200535848878938,,,0.02200535848878938,0.07130161242339096,
H6_uncertainty_signal,market_abs_error,regression,9,pca_plus_topology_error_market_abs_error,residual_topology,real,21514,0.022026496765627675,,,0.022026496765627675,0.06950414115738161,
H6_uncertainty_signal,market_squared_error,regression,9,pca_error_market_squared_error,pca,none,21514,0.016244845409319454,,,0.016244845409319454,0.03835129231237036,
H6_uncertainty_signal,market_squared_error,regression,9,pca_plus_topology_error_market_squared_error,residual_topology,real,21514,0.016478997546270874,,,0.016478997546270874,0.03794980255790781,
baseline,Y_i,classification,10,market_only,market_probability,none,20926,0.1837711230646014,0.051416198151810304,0.1837711230646014,,,0.9533728871687897
baseline,Y_i,classification,10,pca_only,pca,none,20926,0.16146326636069333,0.04604467079063154,0.16146326636069333,,,0.9531942519584883
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_family_ph,local_broad_family,real,20926,0.1638512777347616,0.04702291096866937,0.1638512777347616,,,0.9299939460623052
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,20926,0.16398294359916887,0.046329677797192145,0.16398294359916887,,,0.9513851029238958
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,20926,0.1630831678294425,0.04688702304674848,0.1630831678294425,,,0.926665068563124
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_domain_ph,local_broad_domain,real,20926,0.17145290601972865,0.048043762191128804,0.17145290601972865,,,0.9119007865173228
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,20926,0.16154991548783865,0.04605419681232594,0.16154991548783865,,,0.9529900996403649
H1_local_topology,Y_i,classification,10,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,20926,0.171069408610496,0.04820323095413349,0.171069408610496,,,0.9140303444933199
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,20926,0.15324372638837605,0.03201090457221759,0.15324372638837605,,,0.8429033615659807
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,20926,0.14472183258038093,0.04066704541531956,0.14472183258038093,,,0.9510861308259491
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,20926,0.09643925059943555,0.026941753900074132,0.09643925059943555,,,0.9864672777480774
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,20926,0.14979263151069003,0.04364723247952793,0.14979263151069003,,,0.9489175012275568
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,20926,0.16451809435448156,0.043206449117993505,0.16451809435448156,,,0.8577919525749635
H1_local_topology,Y_i,classification,10,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,20926,0.16800733684203362,0.051716795550888706,0.16800733684203362,,,0.9485360583317065
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,20926,0.17657480920160912,0.05440628525043389,0.17657480920160912,,,0.9407918402131382
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,20926,0.12742598059460636,0.03988912380065502,0.12742598059460636,,,0.9742366234946878
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,20926,0.22514486189126723,0.05876318437804485,0.22514486189126723,,,0.821298670869339
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,20926,0.19666878892321227,0.055312882017449265,0.19666878892321227,,,0.9308942316653552
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,20926,0.17922684556449833,0.05204542941112904,0.17922684556449833,,,0.9433860228380434
H1_local_topology,Y_i,classification,10,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,20926,0.16895095718237096,0.04501330515757477,0.16895095718237096,,,0.9248109902538868
H2_graph_topology,Y_i,classification,10,pca_plus_graph_topology,graph_topology,real,20926,0.16157621837643849,0.04606279854598292,0.16157621837643849,,,0.9531003131448343
H2_graph_topology,Y_i,classification,10,pca_plus_graph_topology_shuffle,graph_topology,shuffle,20926,0.16146991692248028,0.04603053540624544,0.16146991692248028,,,0.9531444850976845
H2_graph_topology,Y_i,classification,10,pca_plus_graph_topology_future_shift,graph_topology,future_shift,20926,0.16151640426679428,0.046069779606989374,0.16151640426679428,,,0.9530560793697969
H3_regime_volatility,large_move_24h,classification,10,pca_large_move_24h,pca,none,20926,0.06231974151446476,0.01297327732886345,0.06231974151446476,,,0.9102302661311908
H3_regime_volatility,large_move_24h,classification,10,pca_plus_topology_large_move_24h,residual_topology,real,20926,0.06137419325742733,0.012884549345215691,0.06137419325742733,,,0.9036009820669457
H3_regime_volatility,large_move_72h,classification,10,pca_large_move_72h,pca,none,20926,0.12225462003927645,0.030689109330010584,0.12225462003927645,,,0.9133857056416462
H3_regime_volatility,large_move_72h,classification,10,pca_plus_topology_large_move_72h,residual_topology,real,20926,0.1217055267749658,0.030702874912717636,0.1217055267749658,,,0.9036578427987506
H3_regime_volatility,abs_move_24h,regression,10,pca_abs_move_24h,pca,none,20782,0.00041831192121248063,,,0.00041831192121248063,0.010350016308150335,
H3_regime_volatility,abs_move_24h,regression,10,pca_plus_topology_abs_move_24h,residual_topology,real,20782,0.00041530795972043584,,,0.00041530795972043584,0.008999857360595331,
H3_regime_volatility,abs_move_72h,regression,10,pca_abs_move_72h,pca,none,20494,0.0008471365578410138,,,0.0008471365578410138,0.01593475019237048,
H3_regime_volatility,abs_move_72h,regression,10,pca_plus_topology_abs_move_72h,residual_topology,real,20494,0.0008434534118362763,,,0.0008434534118362763,0.014750702754550284,
H4_topology_change,Y_i,classification,10,pca_plus_topology_change,topology_change,real,20926,0.1614614494765493,0.04604112589500737,0.1614614494765493,,,0.9531833712535175
H4_topology_change,Y_i,classification,10,pca_plus_topology_change_shuffle,topology_change,shuffle,20926,0.1614635726574745,0.046044767241333544,0.1614635726574745,,,0.953166802907312
H4_topology_change,Y_i,classification,10,pca_plus_topology_change_future_shift,topology_change,future_shift,20926,0.16146236088284704,0.04604649035321052,0.16146236088284704,,,0.9531777454344701
H5_interactions,Y_i,classification,10,logistic_interactions,topology_interactions,real,20926,0.16165026253285916,0.04607061761022002,0.16165026253285916,,,0.9531243310646137
H5_interactions,Y_i,classification,10,xgboost_interactions,topology_interactions,real,20926,0.12566182859550726,0.04060986774768903,0.12566182859550726,,,0.9655329868508844
H6_uncertainty_signal,miscalibration_indicator,classification,10,pca_error_miscalibration_indicator,pca,none,20926,0.21810322433926715,0.055401871119666615,0.21810322433926715,,,0.9773044952011084
H6_uncertainty_signal,miscalibration_indicator,classification,10,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,20926,0.21820633872875483,0.055736554357523005,0.21820633872875483,,,0.9771774234875839
H6_uncertainty_signal,market_abs_error,regression,10,pca_error_market_abs_error,pca,none,20926,0.01981046415681872,,,0.01981046415681872,0.07130664322481714,
H6_uncertainty_signal,market_abs_error,regression,10,pca_plus_topology_error_market_abs_error,residual_topology,real,20926,0.019817651066985197,,,0.019817651066985197,0.06979639259232004,
H6_uncertainty_signal,market_squared_error,regression,10,pca_error_market_squared_error,pca,none,20926,0.014045043033196794,,,0.014045043033196794,0.04289043453800444,
H6_uncertainty_signal,market_squared_error,regression,10,pca_plus_topology_error_market_squared_error,residual_topology,real,20926,0.014066253310079178,,,0.014066253310079178,0.042099037017674895,
baseline,Y_i,classification,11,market_only,market_probability,none,19816,0.17599669448289934,0.04973200775683257,0.17599669448289934,,,0.9643919880479762
baseline,Y_i,classification,11,pca_only,pca,none,19816,0.14880141378423306,0.04248301292778818,0.14880141378423306,,,0.9643481230438801
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_family_ph,local_broad_family,real,19816,0.1483263086158425,0.043127063097481065,0.1483263086158425,,,0.9635045791585272
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,19816,0.15010591763008013,0.04263149290207505,0.15010591763008013,,,0.9628383824857689
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,19816,0.15430841632829573,0.04486052642803599,0.15430841632829573,,,0.955442706692293
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_domain_ph,local_broad_domain,real,19816,0.15220552335803722,0.04424755378060149,0.15220552335803722,,,0.9603812858403176
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,19816,0.1488958581086987,0.04250125236000054,0.1488958581086987,,,0.964212130043901
H1_local_topology,Y_i,classification,11,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,19816,0.15677832421317883,0.04471394748599849,0.15677832421317883,,,0.9444651324910202
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,19816,0.13827949597146819,0.041633489534275085,0.13827949597146819,,,0.9731263095500661
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,19816,0.13012115513137854,0.03627389896699711,0.13012115513137854,,,0.9759357539332452
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,19816,0.10985097853873968,0.034365048616078094,0.10985097853873968,,,0.9802727113397189
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,19816,0.13360522141199846,0.03758773251595972,0.13360522141199846,,,0.9724403547535025
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,19816,0.15138480764480888,0.04088138833207178,0.15138480764480888,,,0.9313133277406684
H1_local_topology,Y_i,classification,11,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,19816,0.13560071512470276,0.03822396403602771,0.13560071512470276,,,0.9661545964879115
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,19816,0.14019021242214014,0.04103356654391462,0.14019021242214014,,,0.9574607266263364
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,19816,0.14171279102352183,0.042749410302379394,0.14171279102352183,,,0.9718896708992375
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,19816,0.15782160409476179,0.043873294640862925,0.15782160409476179,,,0.9276835601907282
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,19816,0.11659435035705877,0.031783340766115116,0.11659435035705877,,,0.9802501142163967
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,19816,0.13375306739900505,0.03854589232559738,0.13375306739900505,,,0.9534839283088622
H1_local_topology,Y_i,classification,11,pca_plus_nearest_pca_k40_local_graph_shuffle,local_nearest_pca_k40,shuffle,19816,0.15119910437175393,0.04729008521737401,0.15119910437175393,,,0.9651212827157771
H2_graph_topology,Y_i,classification,11,pca_plus_graph_topology,graph_topology,real,19816,0.14914827405449105,0.042597120822827544,0.14914827405449105,,,0.9639214854170605
H2_graph_topology,Y_i,classification,11,pca_plus_graph_topology_shuffle,graph_topology,shuffle,19816,0.14881867871006016,0.04248218077142433,0.14881867871006016,,,0.964312742217531
H2_graph_topology,Y_i,classification,11,pca_plus_graph_topology_future_shift,graph_topology,future_shift,19816,0.14892801265047736,0.04254427729079858,0.14892801265047736,,,0.9640134493089252
H3_regime_volatility,large_move_24h,classification,11,pca_large_move_24h,pca,none,19816,0.018072023942557892,0.001031242042892297,0.018072023942557892,,,0.8726841334746833
H3_regime_volatility,large_move_24h,classification,11,pca_plus_topology_large_move_24h,residual_topology,real,19816,0.017524526771252522,0.0010789031643236534,0.017524526771252522,,,0.864643055465409
H3_regime_volatility,large_move_72h,classification,11,pca_large_move_72h,pca,none,19816,0.06576528974833976,0.012303366910673326,0.06576528974833976,,,0.903409235087014
H3_regime_volatility,large_move_72h,classification,11,pca_plus_topology_large_move_72h,residual_topology,real,19816,0.06686228288550465,0.012966148566585662,0.06686228288550465,,,0.8922638057108254
H3_regime_volatility,abs_move_24h,regression,11,pca_abs_move_24h,pca,none,19263,0.00011277875506301288,,,0.00011277875506301288,0.007510212884339515,
H3_regime_volatility,abs_move_24h,regression,11,pca_plus_topology_abs_move_24h,residual_topology,real,19263,0.00010757602146495106,,,0.00010757602146495106,0.006927769046296175,
H3_regime_volatility,abs_move_72h,regression,11,pca_abs_move_72h,pca,none,18111,0.00039515223232175175,,,0.00039515223232175175,0.013036869379527577,
H3_regime_volatility,abs_move_72h,regression,11,pca_plus_topology_abs_move_72h,residual_topology,real,18111,0.00039014577863930256,,,0.00039014577863930256,0.01268063340452958,
H4_topology_change,Y_i,classification,11,pca_plus_topology_change,topology_change,real,19816,0.1488245948011069,0.04248844397788704,0.1488245948011069,,,0.9643015175026781
H4_topology_change,Y_i,classification,11,pca_plus_topology_change_shuffle,topology_change,shuffle,19816,0.14879622999639322,0.04248508420200162,0.14879622999639322,,,0.9643491404887936
H4_topology_change,Y_i,classification,11,pca_plus_topology_change_future_shift,topology_change,future_shift,19816,0.14883272214183665,0.04249607292076079,0.14883272214183665,,,0.9642837942687
H5_interactions,Y_i,classification,11,logistic_interactions,topology_interactions,real,19816,0.14922962525239428,0.04246308528234141,0.14922962525239428,,,0.9643199956151407
H5_interactions,Y_i,classification,11,xgboost_interactions,topology_interactions,real,19816,0.12909431898054374,0.03929885260840655,0.12909431898054374,,,0.9672275906116748
H6_uncertainty_signal,miscalibration_indicator,classification,11,pca_error_miscalibration_indicator,pca,none,19816,0.22815441846592252,0.05645599866378495,0.22815441846592252,,,0.9772113857046989
H6_uncertainty_signal,miscalibration_indicator,classification,11,pca_plus_topology_error_miscalibration_indicator,residual_topology,real,19816,0.22798133815481064,0.05644500976238984,0.22798133815481064,,,0.9773440388882041
H6_uncertainty_signal,market_abs_error,regression,11,pca_error_market_abs_error,pca,none,19816,0.02017216719802794,,,0.02017216719802794,0.07418398994034005,
H6_uncertainty_signal,market_abs_error,regression,11,pca_plus_topology_error_market_abs_error,residual_topology,real,19816,0.02020522929313345,,,0.02020522929313345,0.07438229727738013,
H6_uncertainty_signal,market_squared_error,regression,11,pca_error_market_squared_error,pca,none,19816,0.01360357756467542,,,0.01360357756467542,0.04720867802350247,
H6_uncertainty_signal,market_squared_error,regression,11,pca_plus_topology_error_market_squared_error,residual_topology,real,19816,0.013693495873933122,,,0.013693495873933122,0.04899125959906864,
baseline,Y_i,classification,12,market_only,market_probability,none,16151,0.18480582942540258,0.052181407536150755,0.18480582942540258,,,0.9570746377813097
baseline,Y_i,classification,12,pca_only,pca,none,16151,0.16378667047957232,0.044094289379811795,0.16378667047957232,,,0.9573834450510216
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_family_ph,local_broad_family,real,16151,0.16586420552376094,0.045484786238958845,0.16586420552376094,,,0.952053881984001
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_family_ph_shuffle,local_broad_family,shuffle,16151,0.16515228382109848,0.044262456369481944,0.16515228382109848,,,0.954765380514724
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_family_ph_future_shift,local_broad_family,future_shift,16151,0.1671922411447796,0.04600263464777652,0.1671922411447796,,,0.9518018590547268
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_domain_ph,local_broad_domain,real,16151,0.1630220111169837,0.04456189775135778,0.1630220111169837,,,0.9421138664850226
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_domain_ph_shuffle,local_broad_domain,shuffle,16151,0.163664087805293,0.04408943753905505,0.163664087805293,,,0.95726119727139
H1_local_topology,Y_i,classification,12,pca_plus_local_broad_domain_ph_future_shift,local_broad_domain,future_shift,16151,0.16353727505383625,0.04566129312178131,0.16353727505383625,,,0.9490937128773145
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k10_local_graph,local_top_corr_k10,real,16151,0.12984904568371158,0.03571750553225331,0.12984904568371158,,,0.974552429983119
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k10_local_graph_shuffle,local_top_corr_k10,shuffle,16151,0.13408744096346473,0.03919998576098132,0.13408744096346473,,,0.9750375545837159
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k20_local_graph,local_top_corr_k20,real,16151,0.14229369215743817,0.039897682349473,0.14229369215743817,,,0.9723267964500429
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k20_local_graph_shuffle,local_top_corr_k20,shuffle,16151,0.14243400272409348,0.043390283019935215,0.14243400272409348,,,0.9709166691346569
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k40_local_graph,local_top_corr_k40,real,16151,0.22049570211425373,0.0598723776557668,0.22049570211425373,,,0.9019225232073342
H1_local_topology,Y_i,classification,12,pca_plus_top_corr_k40_local_graph_shuffle,local_top_corr_k40,shuffle,16151,0.11592959722543981,0.03390678244753756,0.11592959722543981,,,0.9819373146950716
H1_local_topology,Y_i,classification,12,pca_plus_nearest_pca_k10_local_graph,local_nearest_pca_k10,real,16151,0.19140667315585258,0.0593425161283876,0.19140667315585258,,,0.9365858153087785
H1_local_topology,Y_i,classification,12,pca_plus_nearest_pca_k10_local_graph_shuffle,local_nearest_pca_k10,shuffle,16151,0.16067594180556144,0.039133645169380636,0.16067594180556144,,,0.9066607763968
H1_local_topology,Y_i,classification,12,pca_plus_nearest_pca_k20_local_graph,local_nearest_pca_k20,real,16151,0.21104052612795995,0.06260649157610808,0.21104052612795995,,,0.9553646702271538
H1_local_topology,Y_i,classification,12,pca_plus_nearest_pca_k20_local_graph_shuffle,local_nearest_pca_k20,shuffle,16151,0.14871304854969106,0.04238157572546854,0.14871304854969106,,,0.9620053736372581
H1_local_topology,Y_i,classification,12,pca_plus_nearest_pca_k40_local_graph,local_nearest_pca_k40,real,16151,0.1827247365799675,0.0419571812378625,0.1827247365799675,,,0.8831608619537927
