fold,representation,model,window_hours,placebo_type,eval_group_type,eval_group,status,n_obs,brier,log_loss,avg_pred,avg_actual,ece
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,broad_family,crypto_eth,ok,2352,0.08008896337818451,0.23072064719928279,0.14162903933468027,0.0,0.14162903933468032
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,broad_family,crypto_microstrategy,ok,336,0.00013666434224944473,0.011682388924044737,0.011613509028419188,0.0,0.011613509028419188
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,broad_family,crypto_policy,ok,336,0.0005750541677695239,0.02419251661101083,0.023900262393763617,0.0,0.023900262393763617
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,broad_family,macro_fed_rates,ok,11820,0.04636760873343357,0.16841891254045788,0.07086118791906636,0.11370558375634518,0.052060300517917726
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,active_market_count_bucket,51-100,ok,18204,0.04516306664698375,0.15747555729980792,0.0791381212596147,0.07382992748846408,0.034665690202749254
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,overall,overall,ok,18204,0.04517443985546974,0.15754213955553914,0.07905256733064574,0.07382992748846408,0.03451606231492605
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,broad_family,crypto_btc,ok,3360,0.02541555215398549,0.09551373809070685,0.076692445682767,0.0,0.076692445682767
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,broad_family,crypto_eth,ok,2352,0.07999086346951048,0.23048396895603365,0.141478725572135,0.0,0.141478725572135
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,broad_family,crypto_microstrategy,ok,336,0.00013633077432768196,0.011658223229677536,0.011589511054497327,0.0,0.011589511054497327
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,broad_family,crypto_policy,ok,336,0.0005739156583161444,0.024148295773169157,0.023856616428907764,0.0,0.023856616428907764
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,broad_family,macro_fed_rates,ok,11820,0.04641134468781073,0.16859912547501793,0.07078836352054926,0.11370558375634518,0.05197251165028082
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,active_market_count_bucket,51-100,ok,18204,0.04517443985546974,0.15754213955553914,0.07905256733064574,0.07382992748846408,0.03451606231492605
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,overall,overall,ok,14256,0.04485855835668913,0.1574067464649183,0.07919074529109656,0.07407407407407407,0.04418154312749347
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,broad_family,crypto_btc,ok,2640,0.02370093914248368,0.0921637357993431,0.07501150215256842,0.0,0.07501150215256842
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,broad_family,crypto_eth,ok,1848,0.07486332298713824,0.21510455635248718,0.13778448156510034,0.0,0.13778448156510034
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,broad_family,crypto_microstrategy,ok,264,0.000148825375649452,0.01223099273232169,0.01215596257289852,0.0,0.01215596257289852
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,broad_family,crypto_policy,ok,264,0.0006176191002970188,0.025112037053253523,0.024797978873866904,0.0,0.024797978873866904
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,broad_family,macro_fed_rates,ok,9240,0.04744408727001321,0.17243577219597633,0.0721354260511732,0.11428571428571428,0.053484317492463844
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,active_market_count_bucket,51-100,ok,14256,0.04485855835668913,0.1574067464649183,0.07919074529109656,0.07407407407407407,0.04418154312749347
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,overall,overall,ok,14256,0.04519579836783029,0.15824411090141505,0.08241190805600425,0.07407407407407407,0.03683157827621023
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,broad_family,crypto_btc,ok,2640,0.02591669661499092,0.09817987299883281,0.07900239160858404,0.0,0.07900239160858402
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,broad_family,crypto_eth,ok,1848,0.0787973127107399,0.22699021671141087,0.14280653178832098,0.0,0.14280653178832098
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,broad_family,crypto_microstrategy,ok,264,0.00018036263996617092,0.013243918413652989,0.013152863256095569,0.0,0.013152863256095569
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,broad_family,crypto_policy,ok,264,0.0007312304136169204,0.027082521958211522,0.026709905227824092,0.0,0.026709905227824092
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,broad_family,macro_fed_rates,ok,9240,0.046540381819547526,0.1695464371810384,0.07487744651246352,0.11428571428571428,0.05287165438458361
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,active_market_count_bucket,51-100,ok,14256,0.04519579836783029,0.15824411090141505,0.08241190805600425,0.07407407407407407,0.03683157827621023
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,overall,overall,ok,18204,0.045497429663232024,0.15840844699790826,0.08385738894835167,0.07382992748846408,0.03286747965305785
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,broad_family,crypto_btc,ok,3360,0.028856379999330384,0.10479917256637984,0.08280201214485945,0.0,0.08280201214485945
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,broad_family,crypto_eth,ok,2352,0.08557562957145623,0.24755447269437988,0.14879188526609544,0.0,0.14879188526609544
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,broad_family,crypto_microstrategy,ok,336,0.00016933794959065425,0.013012956921293797,0.01292753177047574,0.0,0.01292753177047574
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,broad_family,crypto_policy,ok,336,0.0007138006670093409,0.026977811926193713,0.026614350020937736,0.0,0.026614350020937736
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,broad_family,macro_fed_rates,ok,11820,0.04481448032694443,0.16377809908772828,0.0748799121134767,0.11370558375634518,0.050524596336770304
3,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,active_market_count_bucket,51-100,ok,18204,0.045497429663232024,0.15840844699790826,0.08385738894835167,0.07382992748846408,0.03286747965305785
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,overall,overall,ok,18204,0.04608004191817448,0.160203529631093,0.08910429033455597,0.07382992748846408,0.03464074682695367
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,broad_family,crypto_btc,ok,3360,0.03309645638470648,0.11573325376447718,0.08955254174482659,0.0,0.0895525417448266
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,broad_family,crypto_eth,ok,2352,0.09217938119876175,0.2685577222307859,0.15683304015180047,0.0,0.15683304015180047
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,broad_family,crypto_microstrategy,ok,336,0.00020515624681370826,0.014312881989587797,0.01420929045829655,0.0,0.01420929045829655
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,broad_family,crypto_policy,ok,336,0.000875777177764092,0.029870923601047462,0.029424046099630737,0.0,0.029424046099630737
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,broad_family,macro_fed_rates,ok,11820,0.0431867928439669,0.15913602363709917,0.07932536797522347,0.11370558375634518,0.052024616785404224
3,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,active_market_count_bucket,51-100,ok,18204,0.04608004191817448,0.160203529631093,0.08910429033455597,0.07382992748846408,0.03464074682695367
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,overall,overall,ok,18204,0.0451733182203804,0.15750288966325626,0.07916203143471227,0.07382992748846408,0.0346854406213702
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,broad_family,crypto_btc,ok,3360,0.02549654280075994,0.09569906993570576,0.0768151913293792,0.0,0.0768151913293792
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,broad_family,crypto_eth,ok,2352,0.080249529323723,0.23111777732041844,0.1417089324689668,0.0,0.14170893246896682
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,broad_family,crypto_microstrategy,ok,336,0.00013576407016350944,0.01164214493716551,0.011573720369366535,0.0,0.011573720369366535
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,broad_family,crypto_policy,ok,336,0.0005722013020137279,0.024131730274580467,0.0238409379505856,0.0,0.0238409379505856
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,broad_family,macro_fed_rates,ok,11820,0.046335188810389435,0.1683608032248033,0.07087714407853418,0.11370558375634518,0.052037810688410964
3,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,active_market_count_bucket,51-100,ok,18204,0.0451733182203804,0.15750288966325626,0.07916203143471227,0.07382992748846408,0.0346854406213702
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,overall,overall,ok,18204,0.04518706145928557,0.1575430717853096,0.07933867496623132,0.07382992748846408,0.034690352993880805
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,broad_family,crypto_btc,ok,3360,0.02561774125746386,0.09602680746388276,0.07703281320624582,0.0,0.07703281320624582
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,broad_family,crypto_eth,ok,2352,0.08045891043925395,0.23175037300712178,0.14197959834401055,0.0,0.14197959834401055
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,broad_family,crypto_microstrategy,ok,336,0.00013705174044540037,0.011690592562684086,0.011621515420774262,0.0,0.011621515420774262
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,broad_family,crypto_policy,ok,336,0.0005778145448168156,0.024235660700452893,0.02394198260983919,0.0,0.02394198260983919
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,broad_family,macro_fed_rates,ok,11820,0.04628004261884793,0.16819931533772972,0.07102924163019374,0.11370558375634518,0.05217317235333825
3,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,active_market_count_bucket,51-100,ok,18204,0.04518706145928557,0.1575430717853096,0.07933867496623132,0.07382992748846408,0.034690352993880805
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,overall,overall,ok,9072,0.0462811895840874,0.16257449333376936,0.07880349186219807,0.07407407407407407,0.048124625222729325
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,broad_family,crypto_btc,ok,1680,0.021524421156097068,0.08742463187399466,0.07225511901501351,0.0,0.07225511901501351
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,broad_family,crypto_eth,ok,1176,0.07926711516664985,0.2269392168194346,0.14299561935022842,0.0,0.14299561935022842
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,broad_family,crypto_microstrategy,ok,168,0.00015982455758493055,0.012677158136669708,0.01259655845552313,0.0,0.01259655845552313
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,broad_family,crypto_policy,ok,168,0.0006478640692500159,0.02574501617308466,0.025415454560136247,0.0,0.025415454560136247
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,broad_family,macro_fed_rates,ok,5880,0.04937892946246757,0.17936513226393724,0.07125302919832292,0.11428571428571428,0.05212298066404092
3,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,active_market_count_bucket,51-100,ok,9072,0.0462811895840874,0.16257449333376936,0.07880349186219807,0.07407407407407407,0.048124625222729325
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,overall,overall,ok,9072,0.04629775596530867,0.16272798176877143,0.0778647428254754,0.07407407407407407,0.0444887771960979
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,broad_family,crypto_btc,ok,1680,0.021119568192335184,0.08591455766819883,0.07105587718709311,0.0,0.07105587718709311
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,broad_family,crypto_eth,ok,1176,0.07875950025326965,0.22481702819971794,0.1417099201512956,0.0,0.1417099201512956
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,broad_family,crypto_microstrategy,ok,168,0.00014750058346780926,0.012152965492866792,0.012078602899603825,0.0,0.012078602899603825
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,broad_family,crypto_policy,ok,168,0.0006079537331352688,0.024845272459639238,0.024536127843290522,0.0,0.024536127843290522
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,broad_family,macro_fed_rates,ok,5880,0.049623176688966444,0.18049851438517542,0.07044437625436503,0.11428571428571428,0.05193606066534861
3,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,active_market_count_bucket,51-100,ok,9072,0.04629775596530867,0.16272798176877143,0.0778647428254754,0.07407407407407407,0.0444887771960979
4,market_probability,market_probability,0,none,overall,overall,ok,18492,0.04669226188816599,0.16530155960095824,0.13308111654711943,0.07284231018818949,0.06447152315343904
4,market_probability,market_probability,0,none,broad_family,crypto_btc,ok,3360,0.053294159375000004,0.19169084731617175,0.15071190476190474,0.0,0.15071190476190477
4,market_probability,market_probability,0,none,broad_family,crypto_eth,ok,2352,0.09327561957908163,0.2994264754273952,0.2118705357142857,0.0,0.2118705357142857
4,market_probability,market_probability,0,none,broad_family,crypto_microstrategy,ok,336,0.0023553571428571425,0.04949170435564151,0.04827380952380952,0.0,0.04827380952380952
4,market_probability,market_probability,0,none,broad_family,crypto_policy,ok,336,0.02567544642857143,0.1742925514231835,0.15988095238095237,0.0,0.15988095238095237
4,market_probability,market_probability,0,none,broad_family,macro_fed_rates,ok,12108,0.0376249028812327,0.13488871927747473,0.11449326950688243,0.11124876114965312,0.07453958794493813
4,market_probability,market_probability,0,none,active_market_count_bucket,51-100,ok,18492,0.04669226188816599,0.16530155960095824,0.13308111654711943,0.07284231018818949,0.06447152315343904
4,pca_only,pca_only_fixed_5_C0.01,0,none,overall,overall,ok,18492,0.038699449662900176,0.1388532774311989,0.07860848890402206,0.07284231018818949,0.023902614787471143
4,pca_only,pca_only_fixed_5_C0.01,0,none,broad_family,crypto_btc,ok,3360,0.02338059226635499,0.08985138363763102,0.07254439217110509,0.0,0.07254439217110509
4,pca_only,pca_only_fixed_5_C0.01,0,none,broad_family,crypto_eth,ok,2352,0.06719450735314206,0.1985080418770636,0.12567143379708265,0.0,0.12567143379708265
4,pca_only,pca_only_fixed_5_C0.01,0,none,broad_family,crypto_microstrategy,ok,336,0.0001470516504776931,0.011984420685293703,0.011910263052962595,0.0,0.011910263052962595
4,pca_only,pca_only_fixed_5_C0.01,0,none,broad_family,crypto_policy,ok,336,0.0008813287380625654,0.029700931537885816,0.02925095351330592,0.0,0.02925095351330592
4,pca_only,pca_only_fixed_5_C0.01,0,none,broad_family,macro_fed_rates,ok,12108,0.03953455699093639,0.14741302976490323,0.07436980823102564,0.11124876114965312,0.044121857539392816
4,pca_only,pca_only_fixed_5_C0.01,0,none,active_market_count_bucket,51-100,ok,18492,0.038699449662900176,0.1388532774311989,0.07860848890402206,0.07284231018818949,0.023902614787471143
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,overall,overall,ok,18492,0.03873547054470531,0.13894580497225217,0.0791702165421705,0.07284231018818949,0.024021316557903835
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,broad_family,crypto_btc,ok,3360,0.023756277649888025,0.09092440364269583,0.07327757021939638,0.0,0.07327757021939639
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,broad_family,crypto_eth,ok,2352,0.06775537336496701,0.20029327119869872,0.12651370517017485,0.0,0.12651370517017482
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,broad_family,crypto_microstrategy,ok,336,0.0001518186929031756,0.012177389815144166,0.012100817183962262,0.0,0.012100817183962262
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,broad_family,crypto_policy,ok,336,0.0009083524564202232,0.030161954479151497,0.029698031295909443,0.0,0.029698031295909443
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,broad_family,macro_fed_rates,ok,12108,0.03937548503043374,0.14689164484350895,0.07484294356715866,0.11124876114965312,0.04373118452027147
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,active_market_count_bucket,51-100,ok,18492,0.03873547054470531,0.13894580497225217,0.0791702165421705,0.07284231018818949,0.024021316557903835
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,overall,overall,ok,18492,0.038737300154758014,0.13897750645954549,0.07904010666602795,0.07284231018818949,0.022876007806566075
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,broad_family,crypto_btc,ok,3360,0.02365919751487553,0.09063117349892942,0.0730442883586358,0.0,0.07304428835863579
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,broad_family,crypto_eth,ok,2352,0.06756888238122374,0.19974245428394538,0.12626373548850162,0.0,0.12626373548850162
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,broad_family,crypto_microstrategy,ok,336,0.00015074944019914316,0.012101534098646978,0.012025498013550578,0.0,0.012025498013550578
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,broad_family,crypto_policy,ok,336,0.0009068158986961338,0.0300373294592635,0.02957410774777642,0.0,0.02957410774777642
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,broad_family,macro_fed_rates,ok,12108,0.0394415177979267,0.14713399371177854,0.07476305501969037,0.11124876114965312,0.043331770475656825
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,active_market_count_bucket,51-100,ok,18492,0.038737300154758014,0.13897750645954549,0.07904010666602795,0.07284231018818949,0.022876007806566075
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,overall,overall,ok,18492,0.03869832638742487,0.1388530696173567,0.07861899345127987,0.07284231018818949,0.023835223637967397
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,broad_family,crypto_btc,ok,3360,0.023376043084454016,0.08986260614601799,0.07256052649482332,0.0,0.07256052649482335
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,broad_family,crypto_eth,ok,2352,0.06716950129702469,0.19846205998534663,0.12567558883618737,0.0,0.1256755888361874
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,broad_family,crypto_microstrategy,ok,336,0.00014752759717587505,0.012004084780776705,0.011929686116567341,0.0,0.011929686116567341
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,broad_family,crypto_policy,ok,336,0.0008833592879960202,0.029736089924980526,0.029285064257540114,0.0,0.029285064257540114
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,broad_family,macro_fed_rates,ok,12108,0.03953889178629628,0.14741700883109263,0.07437908133548467,0.11124876114965312,0.044148058395720446
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,active_market_count_bucket,51-100,ok,18492,0.03869832638742487,0.1388530696173567,0.07861899345127987,0.07284231018818949,0.023835223637967397
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,overall,overall,ok,18492,0.03869917186712025,0.13886639529959685,0.07863712220039538,0.07284231018818949,0.023778207149617453
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,broad_family,crypto_btc,ok,3360,0.02336824687140407,0.08985450984741543,0.07256546315967684,0.0,0.07256546315967684
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,broad_family,crypto_eth,ok,2352,0.06717310071899195,0.19841096274245343,0.12569679231986586,0.0,0.12569679231986586
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,broad_family,crypto_microstrategy,ok,336,0.00014824032164383253,0.012014324544698226,0.011939561374031016,0.0,0.011939561374031016
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,broad_family,crypto_policy,ok,336,0.0008874410448138567,0.029763351512738307,0.02931016918963318,0.0,0.02931016918963318
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,broad_family,macro_fed_rates,ok,12108,0.03954151427557573,0.1474484923412025,0.07440030909377944,0.11124876114965312,0.0440674361634592
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,active_market_count_bucket,51-100,ok,18492,0.03869917186712025,0.13886639529959685,0.07863712220039538,0.07284231018818949,0.023778207149617453
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,overall,overall,ok,17172,0.03937204136371763,0.14047055102466294,0.07875347385502153,0.07285115303983228,0.02612665211180524
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,broad_family,crypto_btc,ok,3120,0.024145673604492265,0.09148661508975989,0.0735176084517417,0.0,0.07351760845174168
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,broad_family,crypto_eth,ok,2184,0.06991690576077297,0.20489349733601506,0.12828315000646925,0.0,0.12828315000646925
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,broad_family,crypto_microstrategy,ok,312,0.00014182665955754883,0.011763442557534273,0.011691929743056188,0.0,0.011691929743056188
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,broad_family,crypto_policy,ok,312,0.0008509311442611651,0.02917646095618612,0.0287421558443041,0.0,0.0287421558443041
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,broad_family,macro_fed_rates,ok,11244,0.0398215875164909,0.14820894833131656,0.0738343899281048,0.11125933831376734,0.04452404723849219
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,active_market_count_bucket,51-100,ok,17172,0.03937204136371763,0.14047055102466294,0.07875347385502153,0.07285115303983228,0.02612665211180524
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,overall,overall,ok,17172,0.039379204528691314,0.1404927216646668,0.07858414853507319,0.07285115303983228,0.02505343425835517
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,broad_family,crypto_btc,ok,3120,0.024029642969992483,0.0911407343701762,0.07327844885134473,0.0,0.07327844885134473
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,broad_family,crypto_eth,ok,2184,0.06975209935326111,0.20424955814173604,0.12801811511727076,0.0,0.12801811511727076
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,broad_family,crypto_microstrategy,ok,312,0.00014063783923576813,0.011685098679041633,0.01161418316800052,0.0,0.01161418316800052
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,broad_family,crypto_policy,ok,312,0.0008501630274493999,0.029068606318753992,0.02863462395389182,0.0,0.02863462395389182
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,broad_family,macro_fed_rates,ok,11244,0.039896789331410776,0.14846902652524416,0.07369877685787365,0.11125933831376734,0.04441976600798252
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,active_market_count_bucket,51-100,ok,17172,0.039379204528691314,0.1404927216646668,0.07858414853507319,0.07285115303983228,0.02505343425835517
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,overall,overall,ok,18492,0.038795867187315265,0.13908113671990674,0.07996188260520139,0.07284231018818949,0.02350138816920067
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,broad_family,crypto_btc,ok,3360,0.024281127987245056,0.0924527576962698,0.07432357911278568,0.0,0.07432357911278568
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,broad_family,crypto_eth,ok,2352,0.06856257176373566,0.20279843278098225,0.12771080339935015,0.0,0.12771080339935012
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,broad_family,crypto_microstrategy,ok,336,0.00015899380363467848,0.012473077676437069,0.012392871608396507,0.0,0.012392871608396507
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,broad_family,crypto_policy,ok,336,0.0009511420965593803,0.03087536179483766,0.03038934544591766,0.0,0.03038934544591766
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,broad_family,macro_fed_rates,ok,12108,0.039163892594971834,0.14615957423206394,0.07550192210033892,0.11124876114965312,0.043305840111305866
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,active_market_count_bucket,51-100,ok,18492,0.038795867187315265,0.13908113671990674,0.07996188260520139,0.07284231018818949,0.02350138816920067
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,overall,overall,ok,18492,0.03900430104089581,0.139692198963971,0.08151437689616184,0.07284231018818949,0.02022337758351102
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,broad_family,crypto_btc,ok,3360,0.02563266470135608,0.09591685852668776,0.07644037233414927,0.0,0.07644037233414927
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,broad_family,crypto_eth,ok,2352,0.07058629915959648,0.20913453104495047,0.13020139822077317,0.0,0.13020139822077323
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,broad_family,crypto_microstrategy,ok,336,0.0001693039497181197,0.012847245401446564,0.012761807871011862,0.0,0.012761807871011862
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,broad_family,crypto_policy,ok,336,0.0010232493118145242,0.031930818658718704,0.03140736903392397,0.0,0.03140736903392397
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,broad_family,macro_fed_rates,ok,12108,0.038711769733436,0.14486105484391654,0.07676327010784324,0.11124876114965312,0.04192888701875571
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,active_market_count_bucket,51-100,ok,18492,0.03900430104089581,0.139692198963971,0.08151437689616184,0.07284231018818949,0.02022337758351102
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,overall,overall,ok,18492,0.03869017471888587,0.1388424327318608,0.07860836496836959,0.07284231018818949,0.02389865231045021
