fold,representation,model,window_hours,placebo_type,prob_decile,n_obs,avg_pred,avg_actual
4,market_probability,market_probability,0,none,6,340,0.6448588235294118,0.5058823529411764
4,market_probability,market_probability,0,none,7,398,0.7449246231155779,0.550251256281407
4,market_probability,market_probability,0,none,8,243,0.8346913580246913,0.9711934156378601
4,market_probability,market_probability,0,none,9,75,0.9204573402395878,1.0
4,pca_only,pca_only_fixed_5_C0.01,0,none,0,16033,0.017663093334208152,0.020956776648163162
4,pca_only,pca_only_fixed_5_C0.01,0,none,1,751,0.14890630298627025,0.0
4,pca_only,pca_only_fixed_5_C0.01,0,none,2,78,0.2639755485819987,0.7564102564102564
4,pca_only,pca_only_fixed_5_C0.01,0,none,3,251,0.3503846427873828,0.4820717131474104
4,pca_only,pca_only_fixed_5_C0.01,0,none,4,254,0.45932223377268394,0.31496062992125984
4,pca_only,pca_only_fixed_5_C0.01,0,none,5,257,0.5418480148807804,0.31906614785992216
4,pca_only,pca_only_fixed_5_C0.01,0,none,6,142,0.6578906236667762,0.9084507042253521
4,pca_only,pca_only_fixed_5_C0.01,0,none,7,356,0.7643107143827315,0.5730337078651685
4,pca_only,pca_only_fixed_5_C0.01,0,none,8,269,0.8753592180891546,0.8736059479553904
4,pca_only,pca_only_fixed_5_C0.01,0,none,9,101,0.9223864352926671,1.0
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,0,15778,0.0205424698496972,0.02129547471162378
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,1,781,0.14887760152444215,0.0
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,2,257,0.22731984486932802,0.0622568093385214
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,3,131,0.3660981325418232,0.5038167938931297
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,4,244,0.4514478262462746,0.569672131147541
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,5,344,0.549021096721298,0.3488372093023256
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,6,168,0.6553890127432476,0.4642857142857143
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,7,188,0.7589262699972883,0.6223404255319149
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,8,304,0.8338827311438379,0.5855263157894737
4,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,9,297,0.9231037402771359,1.0
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,0,16033,0.01784772224850478,0.020956776648163162
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,1,723,0.14778071508347357,0.0
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,2,87,0.2427418853885159,0.47126436781609193
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,3,251,0.3476219442460746,0.5258964143426295
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,4,259,0.4550854221313495,0.27413127413127414
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,5,270,0.5411101238230542,0.37407407407407406
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,6,130,0.6549571281117359,0.8846153846153846
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,7,353,0.7614598251342214,0.5864022662889519
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,8,265,0.8724858919684106,0.8415094339622642
4,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,9,121,0.9183855252497195,1.0
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,0,15945,0.018454774016423082,0.021072436500470366
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,1,758,0.1476473180363488,0.0
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,2,149,0.2350561536769707,0.3221476510067114
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,3,222,0.354750397879355,0.536036036036036
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,4,233,0.4546386777632171,0.27896995708154504
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,5,265,0.5482486759200862,0.38113207547169814
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,6,150,0.6520819018521548,0.64
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,7,315,0.7551642949741628,0.6571428571428571
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,8,299,0.8573406742982138,0.7324414715719063
4,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,9,156,0.9240849533706281,1.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,0,7939,0.015556194762692837,0.02116135533442499
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,1,425,0.1575593083704843,0.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,2,76,0.24494632299434793,0.5263157894736842
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,3,54,0.3417291974263692,0.8518518518518519
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,4,64,0.4781716964731773,0.546875
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,5,175,0.5423964804072089,0.2742857142857143
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,6,93,0.6547354395678038,0.8602150537634409
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,7,190,0.7670487436998609,0.47368421052631576
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,8,120,0.8398641857690828,0.43333333333333335
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_168h,168,future_shift,9,116,0.9262584982174078,1.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,0,14880,0.017243732195041283,0.020967741935483872
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,1,699,0.1484534846420941,0.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,2,77,0.25886126248519936,0.7012987012987013
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,3,221,0.34641420498392667,0.5565610859728507
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,4,251,0.45503690591697354,0.32669322709163345
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,5,227,0.5475785821445439,0.28193832599118945
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,6,100,0.6442058414801568,0.86
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,7,365,0.7602774456503864,0.5917808219178082
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,8,247,0.872661663583762,0.8461538461538461
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_24h,24,future_shift,9,105,0.9201670195891687,1.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,0,12498,0.01669463188374052,0.02112337974075852
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,1,673,0.1512427601703645,0.0
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,2,76,0.2501755270163432,0.5921052631578947
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,3,145,0.3487833473087239,0.7931034482758621
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,4,177,0.45916698394749433,0.4180790960451977
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,5,216,0.5453894794945663,0.16203703703703703
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,6,128,0.6438183277677714,0.7265625
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,7,266,0.7727618634611744,0.5451127819548872
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,8,180,0.8456016543723711,0.6388888888888888
4,pca_residual_image_ph_future_shift,pca_residual_image_ph_future_shift_72h,72,future_shift,9,173,0.9180193154275134,1.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,0,16033,0.01767255756692771,0.020956776648163162
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,1,751,0.1488526577529741,0.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,2,72,0.2618400753545087,0.7361111111111112
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,3,260,0.3492894255818472,0.4846153846153846
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,4,252,0.4590209424362662,0.31746031746031744
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,5,253,0.5410927155289373,0.3359683794466403
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,6,146,0.6573992425000309,0.8835616438356164
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,7,352,0.7636516883163399,0.5738636363636364
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,8,270,0.874112912386725,0.8629629629629629
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_168h,168,shuffle,9,103,0.9218322559625899,1.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,0,16032,0.01769291018946517,0.020958083832335328
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,1,751,0.14874171104429282,0.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,2,80,0.263349232191323,0.75
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,3,248,0.35037513070624904,0.4798387096774194
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,4,255,0.4590903020022378,0.3176470588235294
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,5,257,0.5416981159513807,0.3229571984435798
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,6,143,0.6576487736141056,0.9020979020979021
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,7,356,0.7637064306897267,0.5702247191011236
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,8,268,0.8752357389564794,0.8731343283582089
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_24h,24,shuffle,9,102,0.9222357527913182,1.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,0,16030,0.017694407838407887,0.02096069868995633
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,1,754,0.14869219384540316,0.0
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,2,74,0.2621711477022954,0.7432432432432432
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,3,248,0.34759343807104476,0.49193548387096775
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,4,263,0.4571604287500709,0.3155893536121673
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,5,255,0.5408357791331513,0.33725490196078434
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,6,143,0.6569359960282871,0.8881118881118881
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,7,357,0.7637800238690997,0.5658263305322129
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,8,267,0.8752252036956927,0.8801498127340824
4,pca_residual_image_ph_shuffle,pca_residual_image_ph_shuffle_72h,72,shuffle,9,101,0.9216762597161805,1.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,0,15964,0.018731123157008766,0.021047356552242547
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,1,780,0.1527009028969898,0.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,2,95,0.2441323048050012,0.4
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,3,233,0.35298263125661417,0.5579399141630901
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,4,229,0.4574979722950045,0.26200873362445415
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,5,293,0.5471803952104457,0.37542662116040953
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,6,143,0.658841123456589,0.7412587412587412
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,7,341,0.7695034196951768,0.6480938416422287
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,8,247,0.8654815037772129,0.7246963562753036
4,pca_residual_scalar_ph,pca_residual_scalar_ph_168h,168,real,9,167,0.918824851733013,1.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,0,16018,0.01786017444901891,0.02097640154825821
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,1,764,0.14958664535523652,0.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,2,69,0.26069077033970744,0.7246376811594203
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,3,254,0.3497141628151683,0.5078740157480315
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,4,249,0.4589744420192062,0.285140562248996
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,5,267,0.5421713012305188,0.3445692883895131
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,6,142,0.6587706032260218,0.8943661971830986
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,7,353,0.765755123210412,0.5807365439093485
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,8,272,0.874885242673825,0.8566176470588235
4,pca_residual_scalar_ph,pca_residual_scalar_ph_24h,24,real,9,104,0.9227112381111261,1.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,0,15997,0.018153357105869555,0.021003938238419704
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,1,782,0.15086009411531154,0.0
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,2,63,0.2571094952673475,0.6507936507936508
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,3,260,0.35212621635067953,0.5269230769230769
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,4,246,0.46061346858553287,0.3008130081300813
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,5,260,0.5432035999468555,0.3423076923076923
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,6,151,0.6564039521758265,0.8278145695364238
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,7,348,0.7675470830376832,0.5919540229885057
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,8,263,0.8726181514319796,0.8250950570342205
4,pca_residual_scalar_ph,pca_residual_scalar_ph_72h,72,real,9,122,0.92021939918933,1.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,0,7943,0.015372170247827156,0.021150698728440137
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,1,432,0.15501409076161826,0.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,2,65,0.24933996731971386,0.6153846153846154
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,3,54,0.33572152149965656,0.8518518518518519
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,4,109,0.4792609820162553,0.5137614678899083
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,5,136,0.543777785218192,0.22794117647058823
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,6,94,0.651424094280243,0.8829787234042553
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,7,198,0.761163647523034,0.41919191919191917
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,8,131,0.8523072013929011,0.5954198473282443
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_168h,168,future_shift,9,90,0.9275204022424433,1.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,0,14860,0.017233002641144957,0.020995962314939436
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,1,724,0.1483989240852944,0.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,2,75,0.26365136726242283,0.76
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,3,225,0.349531767693142,0.5422222222222223
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,4,237,0.4586585886189224,0.3459915611814346
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,5,228,0.5419508592482106,0.24561403508771928
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,6,124,0.6520166024246675,0.8870967741935484
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,7,345,0.7637302990170752,0.5797101449275363
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,8,252,0.872246452147833,0.8333333333333334
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_24h,24,future_shift,9,102,0.9215971888582706,1.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,0,12500,0.016329191449574808,0.02112
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,1,679,0.14785080898811373,0.0
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,2,77,0.26285672698440055,0.7272727272727273
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,3,157,0.352988658195389,0.7579617834394905
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,4,186,0.4582146146364287,0.3387096774193548
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,5,197,0.5482666946893893,0.16243654822335024
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,6,107,0.6457022998522455,0.7663551401869159
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,7,321,0.7670647934679878,0.557632398753894
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,8,202,0.8711014562675389,0.7821782178217822
4,pca_residual_scalar_ph_future_shift,pca_residual_scalar_ph_future_shift_72h,72,future_shift,9,106,0.922218092374712,1.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,0,16031,0.01767977996365824,0.020959391179589545
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,1,753,0.14885159544843013,0.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,2,77,0.263468995411271,0.7532467532467533
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,3,250,0.3495214017104588,0.488
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,4,256,0.45871608938185265,0.3125
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,5,259,0.5420902842916254,0.3204633204633205
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,6,139,0.6583209380854964,0.9136690647482014
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,7,358,0.7639599081067348,0.5726256983240223
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,8,269,0.8754598978958756,0.8773234200743495
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_168h,168,shuffle,9,100,0.9224969051104638,1.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,0,16030,0.017669834168110368,0.02096069868995633
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,1,754,0.1487743477455508,0.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,2,78,0.2640533716457201,0.7564102564102564
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,3,250,0.3501237231989826,0.484
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,4,255,0.4589358231253543,0.3137254901960784
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,5,254,0.5410445205705954,0.3228346456692913
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,6,144,0.6563133401276274,0.8958333333333334
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,7,356,0.7638375016710709,0.5730337078651685
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,8,270,0.8749471825564342,0.8703703703703703
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_24h,24,shuffle,9,101,0.9222483090355234,1.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,0,16032,0.017730856397645954,0.020958083832335328
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,1,752,0.1488856403314178,0.0
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,2,77,0.26319069123757055,0.7662337662337663
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,3,252,0.3497504089631538,0.4801587301587302
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,4,255,0.4587911975950446,0.3137254901960784
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,5,258,0.5417741519387427,0.32170542635658916
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,6,140,0.6578979923848483,0.9142857142857143
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,7,357,0.763440878554089,0.5714285714285714
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,8,270,0.8750557616958593,0.8777777777777778
4,pca_residual_scalar_ph_shuffle,pca_residual_scalar_ph_shuffle_72h,72,shuffle,9,99,0.9223368948716597,1.0
5,market_probability,market_probability,0,none,0,13311,0.025583583635701894,0.0
5,market_probability,market_probability,0,none,1,2115,0.14285957446808512,0.15839243498817968
5,market_probability,market_probability,0,none,2,1601,0.24008151155527796,0.0006246096189881324
5,market_probability,market_probability,0,none,3,765,0.3479084967320261,0.0
5,market_probability,market_probability,0,none,4,471,0.4589246284501062,0.0
5,market_probability,market_probability,0,none,5,638,0.5594647335423197,0.438871473354232
5,market_probability,market_probability,0,none,6,397,0.6527468513853905,0.345088161209068
5,market_probability,market_probability,0,none,7,532,0.7399736842105263,0.4793233082706767
5,market_probability,market_probability,0,none,8,372,0.8633924731182796,0.6989247311827957
5,market_probability,market_probability,0,none,9,79,0.9063291139240507,0.9620253164556962
5,pca_only,pca_only_fixed_5_C0.01,0,none,0,17621,0.013976213148660868,0.019068157312297825
5,pca_only,pca_only_fixed_5_C0.01,0,none,1,573,0.15223805833383547,0.0
5,pca_only,pca_only_fixed_5_C0.01,0,none,2,236,0.23963006582827856,0.1271186440677966
5,pca_only,pca_only_fixed_5_C0.01,0,none,3,296,0.34631695625986203,0.5709459459459459
5,pca_only,pca_only_fixed_5_C0.01,0,none,4,262,0.4609828803645589,0.2824427480916031
5,pca_only,pca_only_fixed_5_C0.01,0,none,5,324,0.5492383526774441,0.4074074074074074
5,pca_only,pca_only_fixed_5_C0.01,0,none,6,414,0.6557014428636893,0.5193236714975845
5,pca_only,pca_only_fixed_5_C0.01,0,none,7,192,0.7487139460770139,0.2708333333333333
5,pca_only,pca_only_fixed_5_C0.01,0,none,8,298,0.862379418629485,0.9093959731543624
5,pca_only,pca_only_fixed_5_C0.01,0,none,9,65,0.9186113421096546,1.0
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,0,17681,0.012644032039532271,0.019003450031106837
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,1,597,0.14674485755051567,0.0016750418760469012
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,2,243,0.24954018991679183,0.4074074074074074
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,3,244,0.34294637871730516,0.42213114754098363
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,4,326,0.45775325883581813,0.3098159509202454
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,5,332,0.552136971006959,0.4789156626506024
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,6,347,0.644743363580686,0.45244956772334294
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,7,167,0.7436954763774629,0.3473053892215569
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,8,294,0.8548130515121555,0.9523809523809523
5,pca_residual_image_ph,pca_residual_image_ph_168h,168,real,9,50,0.9164658033367752,1.0
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,0,17615,0.013855004045867694,0.019074652284984388
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,1,592,0.1523214652689717,0.0
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,2,226,0.2420070632396866,0.15486725663716813
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,3,303,0.34509020411626173,0.5313531353135313
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,4,266,0.4600735302627843,0.32706766917293234
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,5,300,0.5491842002978157,0.41333333333333333
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,6,426,0.655329823717886,0.4953051643192488
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,7,194,0.7504581375925716,0.30412371134020616
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,8,294,0.8618113726398289,0.9047619047619048
5,pca_residual_image_ph,pca_residual_image_ph_24h,24,real,9,65,0.921523876227087,1.0
5,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,0,17639,0.013288920172614276,0.019048698905833664
5,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,1,597,0.1492040856337452,0.0
5,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,2,226,0.24627214542991469,0.24336283185840707
5,pca_residual_image_ph,pca_residual_image_ph_72h,72,real,3,288,0.34209903492203675,0.5034722222222222
