fold,representation,model,class_weight,prob_decile,n_obs,avg_pred,avg_actual
4,tda,tda_168h_standard,standard,2,354,0.25121983956629373,0.2231638418079096
4,tda,tda_168h_standard,standard,3,220,0.3440712258412316,0.5818181818181818
4,tda,tda_168h_standard,standard,4,260,0.4461382230898558,0.3269230769230769
4,tda,tda_168h_standard,standard,5,124,0.5570656406587398,0.5403225806451613
4,tda,tda_168h_standard,standard,6,216,0.6411565505798508,0.7407407407407407
4,tda,tda_168h_standard,standard,7,315,0.7590545543564576,0.6031746031746031
4,tda,tda_168h_standard,standard,8,296,0.8532873746481368,0.7905405405405406
4,tda,tda_168h_standard,standard,9,68,0.9313650920030877,1.0
4,tda,tda_24h_balanced,balanced,0,14411,0.032398678745720944,0.01401707029352578
4,tda,tda_24h_balanced,balanced,1,1433,0.13865007568989418,0.09351011863224006
4,tda,tda_24h_balanced,balanced,2,403,0.2420625685592931,0.0
4,tda,tda_24h_balanced,balanced,3,432,0.34551679902849497,0.0
4,tda,tda_24h_balanced,balanced,4,156,0.4476509644644659,0.07692307692307693
4,tda,tda_24h_balanced,balanced,5,219,0.5561516206782747,0.6027397260273972
4,tda,tda_24h_balanced,balanced,6,190,0.6510166875001114,0.3526315789473684
4,tda,tda_24h_balanced,balanced,7,330,0.7548152185433986,0.3696969696969697
4,tda,tda_24h_balanced,balanced,8,296,0.8568428707432526,0.777027027027027
4,tda,tda_24h_balanced,balanced,9,622,0.9401935512212697,0.7202572347266881
4,tda,tda_24h_standard,standard,0,16880,0.008854709245481457,0.02221563981042654
4,tda,tda_24h_standard,standard,1,468,0.14163447844007673,0.48717948717948717
4,tda,tda_24h_standard,standard,2,308,0.24243808466611075,0.38961038961038963
4,tda,tda_24h_standard,standard,3,213,0.3552609603040075,0.8169014084507042
4,tda,tda_24h_standard,standard,4,239,0.44692519194172914,0.49372384937238495
4,tda,tda_24h_standard,standard,5,172,0.5561489235042357,0.75
4,tda,tda_24h_standard,standard,6,127,0.6456208772498622,0.9291338582677166
4,tda,tda_24h_standard,standard,7,83,0.7534632588636455,1.0
4,tda,tda_24h_standard,standard,8,2,0.8057377831436361,1.0
