fold,representation,model,class_weight,prob_decile,n_obs,avg_pred,avg_actual
1,active_filled_pca,var_95_standard,standard,7,80,0.7658576097366333,0.275
1,active_filled_pca,var_95_standard,standard,8,36,0.8311085766257027,1.0
1,family_pca,fixed_10_balanced,balanced,0,1133,0.034489720366010515,0.0
1,family_pca,fixed_10_balanced,balanced,1,97,0.1254247137259443,0.0
1,family_pca,fixed_10_balanced,balanced,2,1033,0.2679372728475622,0.0
1,family_pca,fixed_10_balanced,balanced,3,3254,0.35452571023825885,0.0
1,family_pca,fixed_10_balanced,balanced,4,2190,0.4465880003671457,0.0
1,family_pca,fixed_10_balanced,balanced,5,1152,0.5452764775733254,0.0
1,family_pca,fixed_10_balanced,balanced,6,854,0.6470152062624094,0.08313817330210772
1,family_pca,fixed_10_balanced,balanced,7,877,0.7476287017673668,0.1630558722919042
1,family_pca,fixed_10_balanced,balanced,8,878,0.8442687897922043,0.1492027334851936
1,family_pca,fixed_10_balanced,balanced,9,3382,0.9747036993951803,0.2779420461265523
1,family_pca,fixed_10_standard,standard,0,1330,0.018643139772692833,0.0
1,family_pca,fixed_10_standard,standard,1,123,0.12351258056221616,0.0
1,family_pca,fixed_10_standard,standard,2,62,0.2544826888769477,0.0
1,family_pca,fixed_10_standard,standard,3,3250,0.3627710950733368,0.0
1,family_pca,fixed_10_standard,standard,4,3127,0.44143270141820246,0.034857691077710265
1,family_pca,fixed_10_standard,standard,5,1328,0.5396033131480221,0.006024096385542169
1,family_pca,fixed_10_standard,standard,6,1028,0.6489722449328024,0.08073929961089495
1,family_pca,fixed_10_standard,standard,7,1036,0.7481688753238995,0.18725868725868725
1,family_pca,fixed_10_standard,standard,8,708,0.8620448906514195,0.01694915254237288
1,family_pca,fixed_10_standard,standard,9,2858,0.968617680066129,0.3075577326801959
1,family_pca,fixed_2_balanced,balanced,0,8697,0.04330155226657633,0.004139358399448086
1,family_pca,fixed_2_balanced,balanced,1,1520,0.14275843378244965,0.10657894736842105
1,family_pca,fixed_2_balanced,balanced,2,683,0.23409645954630995,0.03806734992679356
1,family_pca,fixed_2_balanced,balanced,3,523,0.3452051780895724,0.0038240917782026767
1,family_pca,fixed_2_balanced,balanced,4,395,0.4421195720691959,0.015189873417721518
1,family_pca,fixed_2_balanced,balanced,5,276,0.5516732299610535,0.0
1,family_pca,fixed_2_balanced,balanced,6,355,0.653576178236566,0.056338028169014086
1,family_pca,fixed_2_balanced,balanced,7,385,0.7478646346641717,0.05974025974025974
1,family_pca,fixed_2_balanced,balanced,8,459,0.8609920495221055,0.40522875816993464
1,family_pca,fixed_2_balanced,balanced,9,1557,0.9633545813867551,0.5292228644829801
1,family_pca,fixed_2_standard,standard,0,11531,0.019984672634892807,0.01985950914924985
1,family_pca,fixed_2_standard,standard,1,779,0.14321029729796297,0.012836970474967908
1,family_pca,fixed_2_standard,standard,2,480,0.24317830689077727,0.075
1,family_pca,fixed_2_standard,standard,3,286,0.3506858454220764,0.36713286713286714
1,family_pca,fixed_2_standard,standard,4,295,0.44450442461605416,0.31186440677966104
1,family_pca,fixed_2_standard,standard,5,344,0.5499462503466344,0.6075581395348837
1,family_pca,fixed_2_standard,standard,6,304,0.6423070734176323,0.8092105263157895
1,family_pca,fixed_2_standard,standard,7,208,0.7520702035828778,0.6346153846153846
1,family_pca,fixed_2_standard,standard,8,542,0.8432376908160261,0.32287822878228783
1,family_pca,fixed_2_standard,standard,9,81,0.9140982345975653,0.6296296296296297
1,family_pca,fixed_5_balanced,balanced,0,9261,0.03816382854247496,0.010905949681459885
1,family_pca,fixed_5_balanced,balanced,1,1396,0.1479940242279569,0.07664756446991404
1,family_pca,fixed_5_balanced,balanced,2,512,0.2535100396441988,0.03125
1,family_pca,fixed_5_balanced,balanced,3,527,0.3467853697587928,0.011385199240986717
1,family_pca,fixed_5_balanced,balanced,4,280,0.44695864369791316,0.007142857142857143
1,family_pca,fixed_5_balanced,balanced,5,277,0.5513649302858584,0.007220216606498195
1,family_pca,fixed_5_balanced,balanced,6,406,0.6513203675934217,0.09852216748768473
1,family_pca,fixed_5_balanced,balanced,7,251,0.7438550764705845,0.00398406374501992
1,family_pca,fixed_5_balanced,balanced,8,561,0.860223767515594,0.4741532976827095
1,family_pca,fixed_5_balanced,balanced,9,1379,0.9625249387896775,0.5395213923132705
1,family_pca,fixed_5_standard,standard,0,11407,0.020933998254872896,0.019900061365828
1,family_pca,fixed_5_standard,standard,1,810,0.1410790321459029,0.008641975308641974
1,family_pca,fixed_5_standard,standard,2,514,0.24528613144815006,0.07976653696498054
1,family_pca,fixed_5_standard,standard,3,212,0.3365918098031402,0.03773584905660377
1,family_pca,fixed_5_standard,standard,4,374,0.4460493644832476,0.48128342245989303
1,family_pca,fixed_5_standard,standard,5,294,0.5481783719041666,0.5476190476190477
1,family_pca,fixed_5_standard,standard,6,327,0.6424362817354623,0.7308868501529052
1,family_pca,fixed_5_standard,standard,7,246,0.7433512839829665,0.7479674796747967
1,family_pca,fixed_5_standard,standard,8,559,0.8488363619890995,0.3112701252236136
1,family_pca,fixed_5_standard,standard,9,107,0.9173641128534571,0.5981308411214953
1,family_pca,var_85_balanced,balanced,0,8640,0.04386963114118569,0.0030092592592592593
1,family_pca,var_85_balanced,balanced,1,1457,0.14036681371346194,0.11736444749485243
1,family_pca,var_85_balanced,balanced,2,800,0.23459846581680896,0.03375
1,family_pca,var_85_balanced,balanced,3,487,0.3488480423822499,0.004106776180698152
1,family_pca,var_85_balanced,balanced,4,405,0.4496116397177835,0.014814814814814815
1,family_pca,var_85_balanced,balanced,5,259,0.5513217994514419,0.0
1,family_pca,var_85_balanced,balanced,6,343,0.6527137652654762,0.03206997084548105
1,family_pca,var_85_balanced,balanced,7,405,0.7467863767119585,0.07901234567901234
1,family_pca,var_85_balanced,balanced,8,445,0.8594119509151481,0.3775280898876405
1,family_pca,var_85_balanced,balanced,9,1609,0.9643424316939476,0.5233064014916097
1,family_pca,var_85_standard,standard,0,11169,0.02332707537313801,0.020145044319097503
1,family_pca,var_85_standard,standard,1,861,0.14208538199266044,0.008130081300813009
1,family_pca,var_85_standard,standard,2,532,0.24859302251635326,0.07894736842105263
1,family_pca,var_85_standard,standard,3,332,0.34582417678164085,0.009036144578313253
1,family_pca,var_85_standard,standard,4,246,0.4504267251250587,0.4959349593495935
1,family_pca,var_85_standard,standard,5,303,0.5499846277806567,0.3465346534653465
1,family_pca,var_85_standard,standard,6,395,0.6519267959308063,0.6658227848101266
1,family_pca,var_85_standard,standard,7,268,0.7389097760696655,0.9104477611940298
1,family_pca,var_85_standard,standard,8,545,0.8657902799860385,0.3211009174311927
1,family_pca,var_85_standard,standard,9,199,0.9214827746415695,0.49748743718592964
1,family_pca,var_90_balanced,balanced,0,9472,0.035019808393901564,0.011296452702702704
