fold,split,representation,model,pca_setting,tda_window,tda_group,c_value,n_components,train_start,train_end,test_start,test_end,status,eval_group_type,eval_group,n_obs,brier,log_loss,avg_pred,avg_actual,ece,placebo_type
5,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-17 22:00:00+00:00,2025-07-17 23:00:00+00:00,2025-07-31 22:00:00+00:00,ok,active_market_count_bucket,26-50,10608,0.060054160853073545,0.17888495511717684,0.07825362659407019,0.08823529411764706,0.05221263863869752,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,overall,overall,13609,0.0625577251780181,0.20737795812194934,0.13249009820643806,0.09030788448820633,0.05772441166824792,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_btc,3027,0.09734835493749631,0.2862044279125621,0.16167393201311445,0.0,0.16167393201311445,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_eth,1845,0.09447333567076535,0.3001957568175506,0.17885885859039727,0.0,0.17885885859039727,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.0004575193388475877,0.019679555323540918,0.0194464107003854,0.0,0.0194464107003854,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.002632092321810464,0.0478626290828371,0.04648272108068428,0.0,0.0464827210806843,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,macro_fed_rates,8065,0.04728247956866757,0.17102423849985854,0.119221819207687,0.15238685678859268,0.05207666022299196,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,26-50,3456,0.046024752177658584,0.14467176832338227,0.10191759035143802,0.09895833333333333,0.07239723799730419,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,51-100,10153,0.06818541696263766,0.22872264362809014,0.14289673537248557,0.08736334088446765,0.06515744431143554,shuffle
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,overall,overall,12361,0.061719102472596425,0.2037842955410966,0.13262213726808048,0.09165925086967074,0.055202995421427176,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_btc,2787,0.09473070946596947,0.27846870015651487,0.15848540277973588,0.0,0.15848540277973588,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_eth,1701,0.08569901461892711,0.27360641101328076,0.16870800144456033,0.0,0.16870800144456033,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_microstrategy,312,0.0004673942121353777,0.019760597046117694,0.019522365333249875,0.0,0.019522365333249875,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,crypto_policy,312,0.002708764860282791,0.048263058980769026,0.04684188908501932,0.0,0.04684188908501933,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,broad_family,macro_fed_rates,7249,0.04857640403982867,0.17330080342575652,0.12277079092121976,0.15629742033383914,0.04852145221096427,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,26-50,3456,0.046490285522627746,0.14487210940697712,0.09931058379608118,0.09895833333333333,0.07216840109352447,future_shift
6,design_cv,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,var_85,24,h0_h1,1.0,6,2024-08-06 17:00:00+00:00,2025-07-31 22:00:00+00:00,2025-07-31 23:00:00+00:00,2025-08-14 22:00:00+00:00,ok,active_market_count_bucket,51-100,8905,0.06762935417153991,0.22664791320303002,0.14555023707709,0.0888265019651881,0.06752939666497433,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,overall,overall,17867,0.05454861411366413,0.1898814701235961,0.07451140046926297,0.07522247719258969,0.043530980929072836,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_btc,3360,0.03590339482835001,0.11828077515963525,0.08823122228575234,0.0,0.08823122228575234,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_eth,2341,0.0920003313082186,0.27189794937615946,0.15725524263907198,0.0,0.15725524263907198,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.00010476546552600569,0.01018627025122346,0.01013351628569393,0.0,0.01013351628569393,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.00046242145187487424,0.02134421991796995,0.02110945423419268,0.0,0.02110945423419268,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,macro_fed_rates,11494,0.05554387779265655,0.2042875829106907,0.057091188810809476,0.11693057247259439,0.06441337055848453,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,active_market_count_bucket,51-100,17867,0.05454861411366413,0.1898814701235961,0.07451140046926297,0.07522247719258969,0.043530980929072836,shuffle
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,overall,overall,8893,0.052439234068420645,0.18454216747071617,0.0733728097624786,0.07556505116383673,0.05123460693216868,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_btc,1680,0.04419792670956546,0.13780807829350045,0.09903000760658397,0.0,0.09903000760658398,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_eth,1165,0.07050611803663133,0.20617635309457089,0.13644620197174473,0.0,0.13644620197174473,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_microstrategy,168,0.00010287523106112516,0.009995422335749219,0.009943613330484893,0.0,0.009943613330484893,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,crypto_policy,168,0.0005542130064836238,0.023677959423408116,0.023396345493491937,0.0,0.023396345493491937,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,broad_family,macro_fed_rates,5712,0.05424362278743205,0.20374008128383836,0.05629780218122383,0.11764705882352941,0.0642394300086936,future_shift
7,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-14 22:00:00+00:00,2025-08-14 23:00:00+00:00,2025-08-28 22:00:00+00:00,ok,active_market_count_bucket,51-100,8893,0.052439234068420645,0.18454216747071617,0.0733728097624786,0.07556505116383673,0.05123460693216868,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,overall,overall,18148,0.045465882229412384,0.1589685742555127,0.07865647564915174,0.07405774741018294,0.0419042796215434,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_btc,3360,0.023463920340841556,0.09125424771611193,0.0742417801802485,0.0,0.0742417801802485,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_eth,2352,0.07705210631422608,0.22076167136154948,0.13963471460273616,0.0,0.13963471460273616,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.00014983328635508945,0.012270409515948984,0.012194868747660383,0.0,0.012194868747660383,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0006078885790569646,0.02492438179983004,0.024615322094345145,0.0,0.024615322094345145,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,macro_fed_rates,11764,0.04801044795616372,0.17397301192948333,0.07116765265272197,0.11424685481128868,0.05294251752384074,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,active_market_count_bucket,51-100,18148,0.045465882229412384,0.1589685742555127,0.07865647564915174,0.07405774741018294,0.0419042796215434,shuffle
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,overall,overall,9072,0.04779514869241439,0.16643944900981686,0.07592061771660498,0.07407407407407407,0.04974980168128979,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_btc,1680,0.019854729156516506,0.08220269425251302,0.0683118680452766,0.0,0.06831186804527659,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_eth,1176,0.08148650336420916,0.2324619607194231,0.14473638377411618,0.0,0.14473638377411618,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_microstrategy,168,0.00015211577678477352,0.0123834582336713,0.012306765076834338,0.0,0.012306765076834338,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,crypto_policy,168,0.000572653406055948,0.024198660570716117,0.02390766903126356,0.0,0.02390766903126356,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,broad_family,macro_fed_rates,5880,0.05175029843122593,0.1857682131475609,0.06763501587762832,0.11428571428571428,0.05161570694550819,future_shift
8,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_168h_h0_h1_C0.01,fixed_5,168,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-08-28 22:00:00+00:00,2025-08-28 23:00:00+00:00,2025-09-11 22:00:00+00:00,ok,active_market_count_bucket,51-100,9072,0.04779514869241439,0.16643944900981686,0.07592061771660498,0.07407407407407407,0.04974980168128979,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,overall,overall,18492,0.04161025791122326,0.1460791994870962,0.07960771590203759,0.07284231018818949,0.02932072089707371,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_btc,3360,0.02698850578662151,0.0977627035260924,0.07728286768813823,0.0,0.07728286768813823,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_eth,2352,0.08052437277412013,0.23303676668463633,0.1386029356362978,0.0,0.1386029356362978,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.00012640948688632113,0.011114462689411013,0.011050753863683012,0.0,0.011050753863683012,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0007562622834495417,0.02736267992110422,0.026977046341849567,0.0,0.026977046341849567,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,macro_fed_rates,12108,0.04039359162303674,0.1496352063023055,0.07215593009107227,0.11124876114965312,0.04511381084373341,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,active_market_count_bucket,51-100,18492,0.04161025791122326,0.1460791994870962,0.07960771590203759,0.07284231018818949,0.02932072089707371,shuffle
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,overall,overall,17172,0.0425591302288866,0.1484389427520625,0.08090953086822746,0.07285115303983228,0.032130010030386603,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_btc,3120,0.028667086538659667,0.10173479871028178,0.07969128186233355,0.0,0.07969128186233355,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_eth,2184,0.0859837547060898,0.24734816417147373,0.1443752524115273,0.0,0.1443752524115273,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_microstrategy,312,0.0001254310579221106,0.01109613312494657,0.011032922893605227,0.0,0.011032922893605227,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,crypto_policy,312,0.0007541257785410566,0.027387727447556107,0.027003242856844495,0.0,0.027003242856844495,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,broad_family,macro_fed_rates,11244,0.04031671400558038,0.14935659888947164,0.07235492971165113,0.11125933831376734,0.0448054759716636,future_shift
9,design_cv,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,fixed_5,24,h0_h1,0.01,5,2024-08-06 17:00:00+00:00,2025-09-11 22:00:00+00:00,2025-09-11 23:00:00+00:00,2025-09-25 22:00:00+00:00,ok,active_market_count_bucket,51-100,17172,0.0425591302288866,0.1484389427520625,0.08090953086822746,0.07285115303983228,0.032130010030386603,future_shift
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,overall,overall,19889,0.041065479057163005,0.14537738972927042,0.07868736511025372,0.06757504148021519,0.023813770002621335,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_btc,4358,0.03304444060657542,0.10987821777201262,0.0784841476497334,0.0,0.07848414764973338,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_eth,2970,0.06248891903518537,0.1888186582920091,0.13088398623412834,0.0,0.13088398623412834,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_microstrategy,336,0.00011982529249332837,0.010248859592527627,0.010188418008633446,0.0,0.010188418008633446,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_policy,336,0.0005435445155428197,0.02126133546962211,0.02098402968322873,0.0,0.02098402968322873,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,macro_fed_rates,11889,0.0409562334102497,0.15486439486978543,0.06928923439149395,0.11304567247035074,0.047423526164429686,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,active_market_count_bucket,51-100,19889,0.041065479057163005,0.14537738972927042,0.07868736511025372,0.06757504148021519,0.023813770002621335,shuffle
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,overall,overall,18401,0.041033184750940074,0.14541922207554775,0.07867812448852668,0.06782240095646976,0.023885358204347534,future_shift
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_btc,3998,0.03216445973717986,0.1078779549104126,0.07765654791200786,0.0,0.07765654791200788,future_shift
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_eth,2730,0.06320969796396284,0.19059677999502658,0.1318865105453751,0.0,0.1318865105453751,future_shift
10,design_cv,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,fixed_2,24,h0_h1,0.01,2,2024-08-06 17:00:00+00:00,2025-09-25 22:00:00+00:00,2025-09-25 23:00:00+00:00,2025-10-09 22:00:00+00:00,ok,broad_family,crypto_microstrategy,312,0.00012372990192347551,0.010390100334068163,0.010327679597943637,0.0,0.010327679597943637,future_shift
