model,fold,prob_decile,n_obs,avg_pred,avg_actual,abs_calibration_error,ece
logit_pca_controls_static_dynamic_topology,1,6,164,0.6653616187278659,0.725609756097561,0.06024813736969503,0.025052936851500927
logit_pca_controls_static_dynamic_topology,1,7,293,0.7507135470170376,0.8737201365187713,0.12300658950173371,0.025052936851500927
logit_pca_controls_static_dynamic_topology,1,8,153,0.8398534187513225,0.8235294117647058,0.016324006986616624,0.025052936851500927
logit_pca_controls_static_dynamic_topology,1,9,442,0.9786342361386917,1.0,0.021365763861308285,0.025052936851500927
logit_pca_controls_static_dynamic_topology,2,0,13343,0.013126921103361581,0.025181743236153787,0.012054822132792206,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,1,1419,0.15295129513759875,0.0,0.15295129513759875,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,2,1453,0.24621330381432174,0.0,0.24621330381432174,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,3,466,0.33738874272143976,0.01072961373390558,0.3266591289875342,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,4,263,0.44918583639709947,0.3650190114068441,0.08416682499025535,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,5,173,0.5580378109122559,0.5433526011560693,0.01468520975618659,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,6,146,0.6478158043396398,0.9726027397260274,0.3247869353863876,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,7,10,0.7693876326492025,1.0,0.2306123673507975,0.05663746934971532
logit_pca_controls_static_dynamic_topology,2,8,276,0.8742561890074304,1.0,0.1257438109925696,0.05663746934971532
